Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud;Texto Cajetines;Longitud;Latitud;dir
440721,5200000000;4471016,0000000000;05/08/2016;12  USERA;12-04 ALMENDRALES;SAN SERAPIO, CALLE, DE;3;PMR;Línea;1;5,5;;-3.698417504;40.38763054;SAN SERAPIO, CALLE, DE3
440646,2600000000;4470723,6600000000;11/05/2023;12  USERA;12-04 ALMENDRALES;SANTA CRUZ DE MUDELA, CALLE, DE;3;PMR;Batería;1;3,7;;-3.699276941;40.384992012;SANTA CRUZ DE MUDELA, CALLE, DE3
440639,4900000000;4470650,0900000000;11/06/2007;12  USERA;12-04 ALMENDRALES;SANTA CRUZ DE MUDELA, CALLE, DE;14;PMR;Batería;1;3,1;;-3.699349764;40.384328641;SANTA CRUZ DE MUDELA, CALLE, DE14
440637,8600000000;4470636,3700000000;24/02/2005;12  USERA;12-04 ALMENDRALES;SANTA CRUZ DE MUDELA, CALLE, DE;18;PMR;Batería;2;6;;-3.699367755;40.384204711;SANTA CRUZ DE MUDELA, CALLE, DE18
440652,3900000000;4470588,3600000000;06/11/2021;12  USERA;12-04 ALMENDRALES;SANTA CRUZ DE MUDELA, CALLE, DE;26;PMR;Batería;1;3,7;;-3.699192086;40.383773503;SANTA CRUZ DE MUDELA, CALLE, DE26
440633,5200000000;4470309,3600000000;10/01/2005;12  USERA;12-04 ALMENDRALES;SANTUARIO, CALLE, DEL;68;PMR;Línea;1;5;;-3.699388381;40.381258619;SANTUARIO, CALLE, DEL68
440634,1400000000;4470288,7400000000;11/11/2016;12  USERA;12-04 ALMENDRALES;SANTUARIO, CALLE, DEL;72;PMR;Línea;1;5,5;;-3.699379157;40.381072866;SANTUARIO, CALLE, DEL72
440598,5000000000;4470849,7300000000;14/02/2018;12  USERA;12-04 ALMENDRALES;SEQUEROS, CALLE, DE;1;PMR;Línea;1;5,3;;-3.699851331;40.386124234;SEQUEROS, CALLE, DE1
440663,6800000000;4470267,0200000000;07/03/2023;12  USERA;12-04 ALMENDRALES;TOMELLOSO, CALLE, DE;14;PMR;Línea;1;8;;-3.699029137;40.380879206;TOMELLOSO, CALLE, DE14
440719,8800000000;4470178,0500000000;26/07/2016;12  USERA;12-04 ALMENDRALES;TOMELLOSO, CALLE, DE;43;PMR;Batería;1;3,8;C.P. NUESTRA SEÑORA DE LA FUENCISLA LABORABLES DE 07:30 A 18:15 H.;-3.698358891;40.380082623;TOMELLOSO, CALLE, DE43
440699,9300000000;4470143,1900000000;18/06/2019;12  USERA;12-04 ALMENDRALES;TOMELLOSO, CALLE, DE;49;PMR;Línea;1;6,5;;-3.698590652;40.379766809;TOMELLOSO, CALLE, DE49
440658,7300000000;4470087,2900000000;12/12/2022;12  USERA;12-04 ALMENDRALES;TOMELLOSO, CALLE, DE;57;PMR;Línea;1;6,03;;-3.699070733;40.379260429;TOMELLOSO, CALLE, DE57
440712,3000000000;4470303,5400000000;19/08/2009;12  USERA;12-04 ALMENDRALES;TOMELLOSO, CALLE, DE;S/N;PMR;Línea;1;5;;-3.698459788;40.381212496;TOMELLOSO, CALLE, DES/N
440413,7500000000;4470480,8300000000;17/11/2023;12  USERA;12-04 ALMENDRALES;VISITACION, CALLE, DE LA;1;PMR;Línea;1;8;LABORABLES DE 08:00 A 21:00 H.;-3.701993334;40.382788073;VISITACION, CALLE, DE LA1
440438,1000000000;4470376,8700000000;18/09/2023;12  USERA;12-04 ALMENDRALES;VISITACION, CALLE, DE LA;16;PMR;Línea;2;16;;-3.701696713;40.381853406;VISITACION, CALLE, DE LA16
440467,2400000000;4471067,5900000000;03/01/2013;12  USERA;12-05 MOSCARDÓ;AMPARO USERA, CALLE, DE;14;PMR;;1;5,5;;-3.701418027;40.388077733;AMPARO USERA, CALLE, DE14
440343,2100000000;4471021,2400000000;01/04/2014;12  USERA;12-05 MOSCARDÓ;AMPARO USERA, CALLE, DE;19;PMR;Línea;1;5;;-3.702874887;40.387651052;AMPARO USERA, CALLE, DE19
440050,7100000000;4471168,1900000000;12/04/2010;12  USERA;12-05 MOSCARDÓ;ANDRES ARTEAGA, CALLE, DE;8;PMR;Línea;3;15;;-3.70633475;40.388954359;ANDRES ARTEAGA, CALLE, DE8
440043,5700000000;4471127,4700000000;27/10/2008;12  USERA;12-05 MOSCARDÓ;ANDRES ARTEAGA, CALLE, DE;Fte 16;PMR;Línea;1;5,5;;-3.706414964;40.388587036;ANDRES ARTEAGA, CALLE, DEFte 16
440512,5300000000;4471235,1800000000;11/04/2018;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;113;PMR;Línea;2;10,5;;-3.70090013;40.389590457;ANTONIO LOPEZ, CALLE, DE113
440189,9600000000;4471539,7700000000;30/05/2019;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;114;PMR;Línea;1;6,5;;-3.704729035;40.392311319;ANTONIO LOPEZ, CALLE, DE114
440208,2700000000;4471528,2200000000;09/02/2018;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;116;PMR;Línea;1;6,5;;-3.704512228;40.392208988;ANTONIO LOPEZ, CALLE, DE116
440549,5200000000;4471191,7600000000;08/02/2018;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;117;PMR;Línea;2;11;;-3.700460328;40.389202049;ANTONIO LOPEZ, CALLE, DE117
440600,9300000000;4471133,3600000000;20/09/2006;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;135;PMR;Línea;1;5;;-3.699849154;40.388680084;ANTONIO LOPEZ, CALLE, DE135
440331,7000000000;4471406,5300000000;24/02/2005;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;138;PMR;Línea;1;5;;-3.703046545;40.391121572;ANTONIO LOPEZ, CALLE, DE138
440621,1100000000;4471110,1900000000;22/03/2011;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;139;PMR;Línea;1;5;;-3.699609142;40.388472158;ANTONIO LOPEZ, CALLE, DE139
440468,7800000000;4471249,0000000000;23/01/2017;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;154;PMR;Línea;1;6,5;;-3.701416881;40.389711924;ANTONIO LOPEZ, CALLE, DE154
440502,8400000000;4471209,7800000000;20/09/2006;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;158;PMR;Línea;1;5;;-3.701011914;40.389361044;ANTONIO LOPEZ, CALLE, DE158
440569,7300000000;4471132,8900000000;06/04/2010;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;168;PMR;Línea;1;6,6;;-3.700216592;40.38867275;ANTONIO LOPEZ, CALLE, DE168
440023,7300000000;4471221,8300000000;30/12/2004;12  USERA;12-05 MOSCARDÓ;BERNARDINO DE ANTEQUERA, CALLE, DE;5;PMR;Línea;1;5;;-3.706657611;40.389434899;BERNARDINO DE ANTEQUERA, CALLE, DE5
440124,0400000000;4471282,9600000000;16/08/2022;12  USERA;12-05 MOSCARDÓ;CALESAS, CALLE, DE LAS;12;PMR;Batería;2;12;;-3.705481501;40.389993532;CALESAS, CALLE, DE LAS12
440169,8000000000;4471339,0700000000;15/12/2016;12  USERA;12-05 MOSCARDÓ;CALESAS, CALLE, DE LAS;15;PMR;Batería;1;3;;-3.704947733;40.39050209;CALESAS, CALLE, DE LAS15
440135,8700000000;4471263,6600000000;28/05/2021;12  USERA;12-05 MOSCARDÓ;CALESAS, CALLE, DE LAS;19;PMR;Batería;1;3,7;;-3.705340381;40.389819697;CALESAS, CALLE, DE LAS19
440358,3200000000;4471133,0300000000;05/04/2019;12  USERA;12-05 MOSCARDÓ;CARMEN BRUGUERA, CALLE, DE;18;PMR;Línea;1;6,5;;-3.702707354;40.388659343;CARMEN BRUGUERA, CALLE, DE18
440229,8200000000;4471010,7200000000;27/05/2008;12  USERA;12-05 MOSCARDÓ;CARMEN BRUGUERA, CALLE, DE;33;PMR;Línea;2;10;DE 09:00 A 21:00 H.;-3.704209821;40.387547977;CARMEN BRUGUERA, CALLE, DE33
440023,8300000000;4471397,1300000000;30/12/2004;12  USERA;12-05 MOSCARDÓ;CUESTA, CALLE, DE LA;2;PMR;Línea;1;5;;-3.706672967;40.391014772;CUESTA, CALLE, DE LA2
439968,5600000000;4471265,1800000000;20/06/2006;12  USERA;12-05 MOSCARDÓ;CUESTA, CALLE, DE LA;4;PMR;Línea;1;5;;-3.7073117;40.389821588;CUESTA, CALLE, DE LA4
439829,0900000000;4471050,6600000000;11/05/2022;12  USERA;12-05 MOSCARDÓ;DOCTOR FERRAN, CALLE, DEL;3;PMR;Línea;1;6,5;;-3.70893466;40.387879204;DOCTOR FERRAN, CALLE, DEL3
439971,9100000000;4470979,9800000000;01/08/2018;12  USERA;12-05 MOSCARDÓ;DOCTOR SANCHIS BANUS, CALLE, DEL;1;PMR;Línea;1;5,66;;-3.707245466;40.387253247;DOCTOR SANCHIS BANUS, CALLE, DEL1
439904,6800000000;4471000,2800000000;23/12/2015;12  USERA;12-05 MOSCARDÓ;DOCTOR SANCHIS BANUS, CALLE, DEL;11;PMR;Línea;1;5;;-3.708039299;40.387431208;DOCTOR SANCHIS BANUS, CALLE, DEL11
439616,4700000000;4471093,5000000000;19/04/2007;12  USERA;12-05 MOSCARDÓ;DOCTOR SANCHIS BANUS, CALLE, DEL;55;PMR;Línea;1;5;;-3.711443585;40.388249735;DOCTOR SANCHIS BANUS, CALLE, DEL55
439838,2700000000;4471285,5500000000;16/08/2023;12  USERA;12-05 MOSCARDÓ;DOLORES SOPEÑA, CALLE, DE;13;PMR;Batería;1;3,7;;-3.708848659;40.389996053;DOLORES SOPEÑA, CALLE, DE13
439757,7700000000;4470840,5300000000;25/10/2012;12  USERA;12-05 MOSCARDÓ;ELISA, CALLE, DE;13;PMR;;1;5,5;;-3.709754964;40.385981052;ELISA, CALLE, DE13
439547,3500000000;4470854,6100000000;20/11/2020;12  USERA;12-05 MOSCARDÓ;ENRIQUE FUENTES, CALLE, DE;27;PMR;Batería;2;6,4;;-3.712235241;40.38609232;ENRIQUE FUENTES, CALLE, DE27
440043,3400000000;4471334,1100000000;10/10/2005;12  USERA;12-05 MOSCARDÓ;ERNESTINA MANUEL DE VILLENA, CALLE, DE;4;PMR;Línea;1;5;;-3.706437194;40.390448518;ERNESTINA MANUEL DE VILLENA, CALLE, DE4
439854,9600000000;4471231,4300000000;01/07/2013;12  USERA;12-05 MOSCARDÓ;ESCUELAS, CALLE, DE LAS;10;PMR;Batería;1;4,56;;-3.708646921;40.389509956;ESCUELAS, CALLE, DE LAS10
439723,9300000000;4470849,6000000000;05/11/2020;12  USERA;12-05 MOSCARDÓ;ESMERALDA, CALLE, DE LA;11;PMR;Línea;1;6,5;;-3.71015443;40.386060063;ESMERALDA, CALLE, DE LA11
440394,0900000000;4471522,2400000000;05/08/2017;12  USERA;12-05 MOSCARDÓ;EUGENIO CAXES, CALLE, DE;4;PMR;Batería;2;7;;-3.702322383;40.392167678;EUGENIO CAXES, CALLE, DE4
440358,4500000000;4471490,8300000000;10/03/2010;12  USERA;12-05 MOSCARDÓ;EUGENIO CAXES, CALLE, DE;12;PMR;Batería;1;3,7;;-3.702739325;40.391882231;EUGENIO CAXES, CALLE, DE12
440333,8700000000;4471468,5800000000;23/05/2009;12  USERA;12-05 MOSCARDÓ;EUGENIO CAXES, CALLE, DE;14;PMR;Batería;1;3;;-3.703026892;40.391680607;EUGENIO CAXES, CALLE, DE14
439894,3400000000;4471399,9300000000;11/06/2014;12  USERA;12-05 MOSCARDÓ;FAUSTA ELORZ, CALLE, DE;S/N;PMR;Batería;1;3;;-3.708198925;40.391030586;FAUSTA ELORZ, CALLE, DES/N
440145,6000000000;4470866,9000000000;10/01/2005;12  USERA;12-05 MOSCARDÓ;FERROVIARIOS, CALLE, DE LOS;19;PMR;;1;5;;-3.70518849;40.386246961;FERROVIARIOS, CALLE, DE LOS19
439867,5400000000;4471131,8800000000;05/04/2018;12  USERA;12-05 MOSCARDÓ;GENERAL MARVA, CALLE, DEL;16;PMR;Batería;1;5,34;;-3.708489185;40.388613334;GENERAL MARVA, CALLE, DEL16
439647,0700000000;4471230,6400000000;24/02/2022;12  USERA;12-05 MOSCARDÓ;GENERAL MARVA, CALLE, DEL;72;PMR;Línea;1;6,5;;-3.711096029;40.389487038;GENERAL MARVA, CALLE, DEL72
439775,6000000000;4471163,9900000000;08/06/2019;12  USERA;12-05 MOSCARDÓ;GOYENECHE, CALLE, DE;24;PMR;Línea;1;6,5;;-3.709575513;40.388896719;GOYENECHE, CALLE, DE24
439726,8400000000;4471072,7400000000;22/07/2016;12  USERA;12-05 MOSCARDÓ;GOYENECHE, CALLE, DE;S/N;PMR;Batería;1;3,7;C.P. JORGE MANRIQUE LABORABLES DE 07:30  A 18:15 H.;-3.710141309;40.388070342;GOYENECHE, CALLE, DES/N
439807,0600000000;4470985,3200000000;29/05/2012;12  USERA;12-05 MOSCARDÓ;GUMERSINDO AZCARATE, CALLE, DE;15;PMR;;2;11;;-3.709188022;40.387289;GUMERSINDO AZCARATE, CALLE, DE15
439670,2900000000;4471027,6900000000;30/03/2023;12  USERA;12-05 MOSCARDÓ;GUMERSINDO AZCARATE, CALLE, DE;29;PMR;Línea;3;24;;-3.710803305;40.387661193;GUMERSINDO AZCARATE, CALLE, DE29
440412,4200000000;4471229,3200000000;11/11/2010;12  USERA;12-05 MOSCARDÓ;HERMENEGILDO BIELSA, CALLE, DE;8;PMR;Línea;1;5;;-3.702078934;40.389530869;HERMENEGILDO BIELSA, CALLE, DE8
440463,3800000000;4471170,6200000000;15/11/2022;12  USERA;12-05 MOSCARDÓ;HERMENEGILDO BIELSA, CALLE, DE;18;PMR;Línea;1;7,6;RESERVADO LABORABLES DE LUNES A VIERNES DE 07:45 H. A 18:00 H.;-3.701473145;40.389005238;HERMENEGILDO BIELSA, CALLE, DE18
440336,5400000000;4471130,0500000000;30/12/2010;12  USERA;12-05 MOSCARDÓ;JESUS DEL GRAN PODER, CALLE, DE;5;PMR;Línea;1;6,14;;-3.702963638;40.388631211;JESUS DEL GRAN PODER, CALLE, DE5
439817,1800000000;4470841,1600000000;14/01/2005;12  USERA;12-05 MOSCARDÓ;JOSE ANESPERE, CALLE, DE;40;PMR;;1;5,1;;-3.709055153;40.385991308;JOSE ANESPERE, CALLE, DE40
439800,3500000000;4470916,6100000000;01/04/2014;12  USERA;12-05 MOSCARDÓ;JUAN ESPAÑOL, CALLE, DE;14;PMR;Línea;1;5;;-3.709260559;40.386669804;JUAN ESPAÑOL, CALLE, DE14
439499,4100000000;4470892,4600000000;07/03/2019;12  USERA;12-05 MOSCARDÓ;JUAN ESPAÑOL, CALLE, DE;38;PMR;Batería;2;5,9;;-3.712803615;40.386430021;JUAN ESPAÑOL, CALLE, DE38
439662,4600000000;4470907,0100000000;30/05/2014;12  USERA;12-05 MOSCARDÓ;JUAN ESPAÑOL, CALLE, DE;61;PMR;Línea;2;11;;-3.710884092;40.386573433;JUAN ESPAÑOL, CALLE, DE61
439522,4400000000;4471032,8000000000;19/12/2013;12  USERA;12-05 MOSCARDÓ;MANUEL NOYA, CALLE, DE;10;PMR;Batería;2;7;;-3.712545727;40.387696545;MANUEL NOYA, CALLE, DE10
439518,3500000000;4470948,2700000000;25/10/2011;12  USERA;12-05 MOSCARDÓ;MANUEL NOYA, CALLE, DE;14;PMR;;1;4,73;;-3.712585776;40.386934052;MANUEL NOYA, CALLE, DE14
440401,0600000000;4471579,6200000000;07/07/2009;12  USERA;12-05 MOSCARDÓ;MANZANARES, AVENIDA, DEL;200;PMR;Línea;1;5;;-3.702245664;40.392685517;MANZANARES, AVENIDA, DEL200
440603,6700000000;4471267,1200000000;19/05/2011;12  USERA;12-05 MOSCARDÓ;MANZANARES, AVENIDA, DEL;214;PMR;Línea;1;5,1;;-3.699829329;40.389884842;MANZANARES, AVENIDA, DEL214
440618,6600000000;4471256,6700000000;28/06/2016;12  USERA;12-05 MOSCARDÓ;MANZANARES, AVENIDA, DEL;216;PMR;Línea;2;11;;-3.699651713;40.389791508;MANZANARES, AVENIDA, DEL216
440265,8800000000;4470851,4100000000;01/03/2016;12  USERA;12-05 MOSCARDÓ;MARCELO USERA, CALLE, DE;56;PMR;Línea;1;7,6;;-3.703770076;40.38611541;MARCELO USERA, CALLE, DE56
439917,0400000000;4470803,3500000000;03/07/2014;12  USERA;12-05 MOSCARDÓ;MARCELO USERA, CALLE, DE;98;PMR;Línea;1;7,7;;-3.707875204;40.385658018;MARCELO USERA, CALLE, DE98
439606,4300000000;4470759,4200000000;08/03/2005;12  USERA;12-05 MOSCARDÓ;MARCELO USERA, CALLE, DE;144;PMR;Línea;1;5,1;;-3.711530159;40.385239702;MARCELO USERA, CALLE, DE144
440488,2900000000;4471133,0900000000;26/10/2017;12  USERA;12-05 MOSCARDÓ;MARCUDOS, CALLE, DE;1;PMR;Línea;1;5,5;;-3.701176124;40.388668911;MARCUDOS, CALLE, DE1
439579,3200000000;4470815,3300000000;28/04/2005;12  USERA;12-05 MOSCARDÓ;MARIA ANTONIA, CALLE, DE;12;PMR;Línea;1;6,33;;-3.711854854;40.385741212;MARIA ANTONIA, CALLE, DE12
439652,6300000000;4470842,9400000000;20/11/2020;12  USERA;12-05 MOSCARDÓ;MARIANO VELA, CALLE, DE;1;PMR;Línea;1;6,5;;-3.710993928;40.385995146;MARIANO VELA, CALLE, DE1
440114,7400000000;4471445,7600000000;04/02/2011;12  USERA;12-05 MOSCARDÓ;MARIBLANCA, CALLE, DE LA;15;PMR;Línea;1;5,5;;-3.70560652;40.391459273;MARIBLANCA, CALLE, DE LA15
440088,3200000000;4471440,2200000000;25/11/2005;12  USERA;12-05 MOSCARDÓ;MARIBLANCA, CALLE, DE LA;17;PMR;Línea;1;5;;-3.705917235;40.391407191;MARIBLANCA, CALLE, DE LA17
439999,9300000000;4471430,5600000000;12/08/2008;12  USERA;12-05 MOSCARDÓ;MARIBLANCA, CALLE, DE LA;23;PMR;Línea;1;5;;-3.706957669;40.391314315;MARIBLANCA, CALLE, DE LA23
439260,9900000000;4470858,5500000000;10/01/2005;12  USERA;12-05 MOSCARDÓ;MARQUESA DE SILVELA, CALLE, DE LA;1;PMR;Línea;1;5,1;;-3.71560916;40.386107446;MARQUESA DE SILVELA, CALLE, DE LA1
439225,1100000000;4470859,7400000000;17/10/2022;12  USERA;12-05 MOSCARDÓ;MARQUESA DE SILVELA, CALLE, DE LA;2;PMR;Línea;1;8;;-3.716031946;40.386115468;MARQUESA DE SILVELA, CALLE, DE LA2
439374,9500000000;4470853,7900000000;22/03/2011;12  USERA;12-05 MOSCARDÓ;MARQUESA DE SILVELA, CALLE, DE LA;9;PMR;Línea;1;5,5;;-3.714266204;40.386073183;MARQUESA DE SILVELA, CALLE, DE LA9
439502,9000000000;4470838,6500000000;12/09/2018;12  USERA;12-05 MOSCARDÓ;MARQUESA DE SILVELA, CALLE, DE LA;22;PMR;Batería;1;2,5;;-3.712757435;40.385945758;MARQUESA DE SILVELA, CALLE, DE LA22
440395,2200000000;4471316,2300000000;01/06/2009;12  USERA;12-05 MOSCARDÓ;MATILDE GAYO, CALLE, DE;2;PMR;Batería;2;6;;-3.702289839;40.390312154;MATILDE GAYO, CALLE, DE2
440365,4000000000;4471259,2000000000;26/10/2017;12  USERA;12-05 MOSCARDÓ;MATILDE GAYO, CALLE, DE;5;PMR;Batería;1;3,5;;-3.702635849;40.389796435;MATILDE GAYO, CALLE, DE5
440271,7600000000;4471180,2900000000;18/09/2021;12  USERA;12-05 MOSCARDÓ;MATILDE GAYO, CALLE, DE;17;PMR;Batería;2;7;;-3.703731573;40.389079206;MATILDE GAYO, CALLE, DE17
440073,3000000000;4471266,8300000000;29/08/2013;12  USERA;12-05 MOSCARDÓ;MIRASIERRA, CALLE, DE;23;PMR;Línea;1;5,5;;-3.70607795;40.389844392;MIRASIERRA, CALLE, DE23
440170,4400000000;4471194,4300000000;26/07/2016;12  USERA;12-05 MOSCARDÓ;MIRASIERRA, CALLE, DE;29;PMR;Batería;1;3,5;C.P. JUAN SEBASTIAN ELCANO LABORABLES DE 07:30 A 18:15 H.;-3.704926648;40.389198611;MIRASIERRA, CALLE, DE29
440258,0600000000;4471088,7500000000;07/02/2012;12  USERA;12-05 MOSCARDÓ;MIRASIERRA, CALLE, DE;39;PMR;;1;5;;-3.703884438;40.388252829;MIRASIERRA, CALLE, DE39
440401,3200000000;4471139,7400000000;23/05/2019;12  USERA;12-05 MOSCARDÓ;MONEDEROS, CALLE, DE LOS;10;PMR;Línea;1;6,5;;-3.702201432;40.388722941;MONEDEROS, CALLE, DE LOS10
440408,6000000000;4471117,0200000000;20/12/2018;12  USERA;12-05 MOSCARDÓ;MONEDEROS, CALLE, DE LOS;12;PMR;Línea;1;5,7;;-3.70211354;40.388518739;MONEDEROS, CALLE, DE LOS12
440425,2000000000;4471086,5800000000;24/10/2014;12  USERA;12-05 MOSCARDÓ;MONEDEROS, CALLE, DE LOS;15;PMR;Línea;1;5,5;;-3.701915125;40.388245553;MONEDEROS, CALLE, DE LOS15
440092,4800000000;4470883,1900000000;03/01/2013;12  USERA;12-05 MOSCARDÓ;NICOLAS USERA, CALLE, DE;13;PMR;;1;5,5;;-3.705815764;40.386389743;NICOLAS USERA, CALLE, DE13
440095,4300000000;4470861,2700000000;26/01/2021;12  USERA;12-05 MOSCARDÓ;NICOLAS USERA, CALLE, DE;17;PMR;Línea;1;6,5;;-3.705779038;40.38619253;NICOLAS USERA, CALLE, DE17
440303,5000000000;4470877,0200000000;25/05/2023;12  USERA;12-05 MOSCARDÓ;PILARICA, CALLE, DE LA;23;PMR;Batería;1;3,7;;-3.703329185;40.386348776;PILARICA, CALLE, DE LA23
439700,5500000000;4471063,0700000000;14/01/2005;12  USERA;12-05 MOSCARDÓ;PINTOR LUCAS, PLAZA, DEL;12;PMR;Línea;1;5;;-3.710450134;40.387981706;PINTOR LUCAS, PLAZA, DEL12
439651,1000000000;4471134,7500000000;11/12/2019;12  USERA;12-05 MOSCARDÓ;PINTOR LUCAS, PLAZA, DEL;S/N;PMR;Batería;1;3;;-3.711039535;40.388624049;PINTOR LUCAS, PLAZA, DELS/N
439783,4400000000;4470945,8600000000;10/01/2005;12  USERA;12-05 MOSCARDÓ;QUINCE DE AGOSTO, CALLE, DEL;3;PMR;Línea;1;5;;-3.709462583;40.386931417;QUINCE DE AGOSTO, CALLE, DEL3
439727,5000000000;4470953,7600000000;21/12/2004;12  USERA;12-05 MOSCARDÓ;QUINCE DE AGOSTO, CALLE, DEL;9;PMR;;1;3;;-3.710122287;40.386999427;QUINCE DE AGOSTO, CALLE, DEL9
439701,9300000000;4470966,4800000000;10/09/2004;12  USERA;12-05 MOSCARDÓ;QUINCE DE AGOSTO, CALLE, DEL;12;PMR;;1;5;;-3.710424694;40.387111383;QUINCE DE AGOSTO, CALLE, DEL12
439640,9100000000;4470966,2900000000;18/12/2015;12  USERA;12-05 MOSCARDÓ;QUINCE DE AGOSTO, CALLE, DEL;21;PMR;Batería;1;3;;-3.711143642;40.387105367;QUINCE DE AGOSTO, CALLE, DEL21
439639,3600000000;4470975,3900000000;21/04/2009;12  USERA;12-05 MOSCARDÓ;QUINCE DE AGOSTO, CALLE, DEL;22;PMR;;1;5;;-3.711162721;40.387187128;QUINCE DE AGOSTO, CALLE, DEL22
440183,8800000000;4470962,3500000000;20/05/2021;12  USERA;12-05 MOSCARDÓ;RAMON LUJAN, CALLE, DE;3;PMR;Línea;2;11;;-3.704746511;40.387109549;RAMON LUJAN, CALLE, DE3
440193,6700000000;4470887,2800000000;28/06/2023;12  USERA;12-05 MOSCARDÓ;RAMON LUJAN, CALLE, DE;21;PMR;Línea;1;8;;-3.704624069;40.386433803;RAMON LUJAN, CALLE, DE21
439622,7400000000;4471019,6100000000;16/07/2008;12  USERA;12-05 MOSCARDÓ;SALASIERRA, CALLE, DE;1;PMR;Batería;1;3,6;;-3.711362798;40.387584188;SALASIERRA, CALLE, DE1
439608,1600000000;4470991,4500000000;11/12/2018;12  USERA;12-05 MOSCARDÓ;SALASIERRA, CALLE, DE;4;PMR;Línea;1;5,8;;-3.711531878;40.387329966;SALASIERRA, CALLE, DE4
440406,5900000000;4470903,0500000000;28/08/1997;12  USERA;12-05 MOSCARDÓ;SAN ANTONIO DE PADUA, CALLE, DE;20;PMR;;1;5;;-3.702117207;40.386590736;SAN ANTONIO DE PADUA, CALLE, DE20
439569,4100000000;4471023,3600000000;02/07/2021;12  USERA;12-05 MOSCARDÓ;SAN CASIMIRO, CALLE, DE;5 A;PMR;Línea;1;6,5;;-3.71199139;40.387614612;SAN CASIMIRO, CALLE, DE5 A
439255,2900000000;4470802,7800000000;28/01/2009;12  USERA;12-05 MOSCARDÓ;SAN FILIBERTO, CALLE, DE;4;PMR;Batería;2;6;;-3.71567104;40.385604275;SAN FILIBERTO, CALLE, DE4
439304,8700000000;4470817,8400000000;26/02/2002;12  USERA;12-05 MOSCARDÓ;SAN FILIBERTO, CALLE, DE;7;PMR;Batería;1;3,2;;-3.715088341;40.385743905;SAN FILIBERTO, CALLE, DE7
439353,4500000000;4470800,9000000000;24/04/2002;12  USERA;12-05 MOSCARDÓ;SAN FILIBERTO, CALLE, DE;8;PMR;Batería;1;3;;-3.714514467;40.385594764;SAN FILIBERTO, CALLE, DE8
440349,6500000000;4471616,3700000000;24/05/2010;12  USERA;12-05 MOSCARDÓ;SAN GRACIANO, CALLE, DE;2;PMR;Línea;3;15;;-3.702854776;40.393013192;SAN GRACIANO, CALLE, DE2
440354,7100000000;4471605,8900000000;18/02/2023;12  USERA;12-05 MOSCARDÓ;SAN GRACIANO, CALLE, DE;3;PMR;Batería;3;10,5;;-3.702794214;40.392918539;SAN GRACIANO, CALLE, DE3
440304,9000000000;4471569,2600000000;05/01/2010;12  USERA;12-05 MOSCARDÓ;SAN GRACIANO, CALLE, DE;7;PMR;Batería;1;3,7;;-3.703377542;40.392584906;SAN GRACIANO, CALLE, DE7
440286,1700000000;4471555,5700000000;24/10/2011;12  USERA;12-05 MOSCARDÓ;SAN GRACIANO, CALLE, DE;9;PMR;;2;6;;-3.703596985;40.39246046;SAN GRACIANO, CALLE, DE9
439509,6600000000;4471070,6300000000;05/03/2020;12  USERA;12-05 MOSCARDÓ;SAN NICOMEDES, CALLE, DE;2;PMR;Línea;1;6,5;;-3.712699795;40.388036366;SAN NICOMEDES, CALLE, DE2
439389,7100000000;4470913,4700000000;25/10/2012;12  USERA;12-05 MOSCARDÓ;SAN NICOMEDES, CALLE, DE;29;PMR;Línea;2;12;;-3.714097984;40.38661142;SAN NICOMEDES, CALLE, DE29
439539,6200000000;4470947,9200000000;21/11/2018;12  USERA;12-05 MOSCARDÓ;SAN TRIFON, CALLE, DE;7;PMR;Línea;1;6,1;;-3.712335222;40.386932792;SAN TRIFON, CALLE, DE7
439826,4800000000;4471394,8200000000;12/09/2017;12  USERA;12-05 MOSCARDÓ;SANTA MARIA DE LA CABEZA, PASEO, DE;113;PMR;Línea;1;5,5;;-3.708997857;40.390979707;SANTA MARIA DE LA CABEZA, PASEO, DE113
439485,0900000000;4471132,4600000000;02/08/1999;12  USERA;12-05 MOSCARDÓ;SANTA MARIA DE LA CABEZA, PASEO, DE;123;PMR;Batería;1;3,1;;-3.712995155;40.388591562;SANTA MARIA DE LA CABEZA, PASEO, DE123
