Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud;Texto Cajetines;Longitud;Latitud;dir
437138,1200000000;4471908,3000000000;19/06/2012;10  LATINA;10-01 CÁRMENES;BORJA, CALLE, DE;7;PMR;Batería;1;3;;-3.740721786;40.395406322;BORJA, CALLE, DE7
438153,8000000000;4473103,9200000000;14/12/2018;10  LATINA;10-01 CÁRMENES;CAPRICHOS, AVENIDA, DE LOS;S/N;PMR;Línea;3;15;;-3.728870784;40.406253502;CAPRICHOS, AVENIDA, DE LOSS/N
436999,0700000000;4472734,1300000000;21/07/2017;10  LATINA;10-01 CÁRMENES;CARLOS FUENTES, CALLE, DE;45;PMR;Línea;1;6,4;;-3.74244192;40.402835236;CARLOS FUENTES, CALLE, DE45
436881,5400000000;4472210,0800000000;03/11/2014;10  LATINA;10-01 CÁRMENES;CERRO DE LA MICA, CALLE, DEL;1;PMR;Línea;1;5,5;;-3.743774849;40.398105354;CERRO DE LA MICA, CALLE, DEL1
437944,6200000000;4472808,5800000000;08/09/2010;10  LATINA;10-01 CÁRMENES;CHISPEROS, CALLE, DE LOS;34;PMR;Línea;1;5;;-3.731307058;40.403576929;CHISPEROS, CALLE, DE LOS34
438037,1900000000;4472799,2500000000;22/09/2006;10  LATINA;10-01 CÁRMENES;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL;6;PMR;Batería;1;3,6;;-3.730215287;40.40349958;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL6
438002,0200000000;4472782,9900000000;05/04/2016;10  LATINA;10-01 CÁRMENES;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL;8;PMR;Batería;1;3,7;;-3.730628332;40.40335084;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL8
437935,2400000000;4472751,8300000000;25/02/1999;10  LATINA;10-01 CÁRMENES;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL;12;PMR;Batería;1;3,7;;-3.731412081;40.40306482;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL12
437441,6500000000;4472613,4700000000;10/03/2003;10  LATINA;10-01 CÁRMENES;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL;18;PMR;Línea;1;3;;-3.737214883;40.401781853;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL18
437060,0200000000;4472549,7700000000;25/10/2017;10  LATINA;10-01 CÁRMENES;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL;96;PMR;Batería;1;3;;-3.741705554;40.401179559;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL96
436996,5800000000;4472539,3100000000;25/11/2021;10  LATINA;10-01 CÁRMENES;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL;114;PMR;Batería;1;3,7;;-3.742451946;40.401079979;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL114
438607,9400000000;4473370,9500000000;14/04/2011;10  LATINA;10-01 CÁRMENES;DAIMIEL, CALLE, DE;9;PMR;Línea;1;5;;-3.723544912;40.408692354;DAIMIEL, CALLE, DE9
438538,3200000000;4473145,2300000000;17/03/2011;10  LATINA;10-01 CÁRMENES;ERMITA DEL SANTO, PASEO, DE LA;39;PMR;Línea;1;3,82;;-3.724343558;40.406653942;ERMITA DEL SANTO, PASEO, DE LA39
438521,0700000000;4473039,8100000000;08/11/2012;10  LATINA;10-01 CÁRMENES;ERMITA DEL SANTO, PASEO, DE LA;68;PMR;Línea;1;5,52;;-3.724536702;40.405702603;ERMITA DEL SANTO, PASEO, DE LA68
438621,0700000000;4472988,9600000000;15/01/2018;10  LATINA;10-01 CÁRMENES;ERMITA DEL SANTO, PASEO, DE LA;S/N;PMR;Línea;1;5,29;;-3.723353258;40.405252602;ERMITA DEL SANTO, PASEO, DE LAS/N
438645,6000000000;4473134,4600000000;05/04/2019;10  LATINA;10-01 CÁRMENES;ERMITA DEL SANTO, PASEO, DE LA;S/N;PMR;Línea;3;17,83;;-3.723078352;40.406565248;ERMITA DEL SANTO, PASEO, DE LAS/N
438533,1200000000;4473111,8300000000;16/07/2021;10  LATINA;10-01 CÁRMENES;ERMITA DEL SANTO, PASEO, DE LA;S/N;PMR;Batería;2;7;;-3.724401656;40.406352853;ERMITA DEL SANTO, PASEO, DE LAS/N
437056,4700000000;4471923,5800000000;09/08/2023;10  LATINA;10-01 CÁRMENES;ESCALONILLA, CALLE, DE;6;PMR;Línea;1;3,7;;-3.741685443;40.395538446;ESCALONILLA, CALLE, DE6
437124,3300000000;4471986,4500000000;21/10/2021;10  LATINA;10-01 CÁRMENES;ESCALONILLA, CALLE, DE;21;PMR;Línea;1;6,5;;-3.740892069;40.396109341;ESCALONILLA, CALLE, DE21
437870,9700000000;4472878,7700000000;09/06/2016;10  LATINA;10-01 CÁRMENES;FAUSTINO OSORIO, CALLE, DE;16;PMR;Línea;1;5,5;;-3.732181907;40.404204032;FAUSTINO OSORIO, CALLE, DE16
437894,1300000000;4472781,1100000000;30/11/2012;10  LATINA;10-01 CÁRMENES;FAUSTINO OSORIO, CALLE, DE;31;PMR;Línea;1;5;;-3.731899382;40.403326088;FAUSTINO OSORIO, CALLE, DE31
437889,6700000000;4472800,1400000000;01/12/2004;10  LATINA;10-01 CÁRMENES;FAUSTINO OSORIO, CALLE, DE;38;PMR;Línea;1;5;.;-3.731953755;40.403497346;FAUSTINO OSORIO, CALLE, DE38
437875,8600000000;4472857,9100000000;17/03/2023;10  LATINA;10-01 CÁRMENES;FAUSTINO OSORIO, CALLE, DE;20 B;PMR;Línea;1;8;;-3.732122148;40.404016102;FAUSTINO OSORIO, CALLE, DE20 B
437030,8800000000;4472816,5800000000;19/02/2018;10  LATINA;10-01 CÁRMENES;FRANCISCA ARMADA, CALLE, DE;9;PMR;Línea;1;6,2;;-3.742075284;40.403580424;FRANCISCA ARMADA, CALLE, DE9
436843,0600000000;4472833,5700000000;24/05/2003;10  LATINA;10-01 CÁRMENES;FRANCISCA ARMADA, CALLE, DE;47;PMR;Línea;1;5;;-3.744290167;40.40371908;FRANCISCA ARMADA, CALLE, DE47
437589,0600000000;4472232,9200000000;11/04/2007;10  LATINA;10-01 CÁRMENES;GALLUR, CALLE, DE;1;PMR;Línea;1;5;;-3.735440547;40.398364618;GALLUR, CALLE, DE1
437481,2500000000;4472215,3700000000;10/04/2014;10  LATINA;10-01 CÁRMENES;GALLUR, CALLE, DE;55;PMR;Batería;1;3,5;;-3.736709133;40.398198918;GALLUR, CALLE, DE55
437182,4600000000;4472187,4300000000;30/05/2014;10  LATINA;10-01 CÁRMENES;GALLUR, CALLE, DE;213;PMR;Línea;2;12;;-3.740227037;40.397924586;GALLUR, CALLE, DE213
436951,4600000000;4471929,1100000000;20/11/2012;10  LATINA;10-01 CÁRMENES;GALLUR, CALLE, DE;503;PMR;Línea;1;5;;-3.742923261;40.395579642;GALLUR, CALLE, DE503
437109,3000000000;4472147,5500000000;11/04/2007;10  LATINA;10-01 CÁRMENES;GALLUR, CALLE, DE;Fte 24;PMR;Línea;1;5;;-3.741085041;40.397559383;GALLUR, CALLE, DEFte 24
437299,8700000000;4472818,9200000000;12/12/2023;10  LATINA;10-01 CÁRMENES;JOSEFA ALONSO, CALLE, DE;1;PMR;Línea;1;8;;-3.738905796;40.403622078;JOSEFA ALONSO, CALLE, DE1
437213,9500000000;4471820,3100000000;14/10/2016;10  LATINA;10-01 CÁRMENES;MAGALLON, CALLE, DE;3;PMR;Línea;3;17;;-3.739819835;40.394619995;MAGALLON, CALLE, DE3
437363,5700000000;4472032,9200000000;08/02/2023;10  LATINA;10-01 CÁRMENES;MOCHUELO, CALLE, DEL;S/N;PMR;Línea;1;7;;-3.738077815;40.396546336;MOCHUELO, CALLE, DELS/N
437113,8600000000;4472681,9500000000;22/02/2019;10  LATINA;10-01 CÁRMENES;MUÑICO, CALLE, DE;1;PMR;Línea;1;5,5;;-3.74108401;40.402374291;MUÑICO, CALLE, DE1
437113,0700000000;4472622,3700000000;13/10/2021;10  LATINA;10-01 CÁRMENES;MUÑICO, CALLE, DE;10;PMR;Línea;1;6,5;;-3.741087505;40.401837258;MUÑICO, CALLE, DE10
436924,1100000000;4471862,3700000000;13/09/2023;10  LATINA;10-01 CÁRMENES;NUESTRA SEÑORA DE VALVANERA, AVENIDA, DE;S/N;PMR;Línea;1;8;;-3.743238847;40.394976317;NUESTRA SEÑORA DE VALVANERA, AVENIDA, DES/N
437965,0700000000;4473011,4900000000;13/10/2021;10  LATINA;10-01 CÁRMENES;PABLO SARASATE, CALLE, DE;2;PMR;Línea;1;6,52;;-3.731085896;40.405406212;PABLO SARASATE, CALLE, DE2
436973,0200000000;4472778,3100000000;10/12/2012;10  LATINA;10-01 CÁRMENES;RAMON AZORIN, CALLE, DE;25;PMR;Línea;1;5;;-3.742753265;40.403231665;RAMON AZORIN, CALLE, DE25
436882,5100000000;4472782,7300000000;04/07/2003;10  LATINA;10-01 CÁRMENES;RAMON AZORIN, CALLE, DE;45;PMR;Línea;1;5;;-3.743820284;40.403264839;RAMON AZORIN, CALLE, DE45
436842,7400000000;4472784,7400000000;21/07/2016;10  LATINA;10-01 CÁRMENES;RAMON AZORIN, CALLE, DE;53;PMR;Línea;1;5,5;;-3.744289078;40.403279163;RAMON AZORIN, CALLE, DE53
437291,2300000000;4471985,7300000000;10/04/2014;10  LATINA;10-01 CÁRMENES;RICLA, CALLE, DE;7;PMR;Batería;1;3,85;;-3.738925448;40.396115185;RICLA, CALLE, DE7
437418,5900000000;4472748,9500000000;14/07/2015;10  LATINA;10-01 CÁRMENES;RIOCABADO, CALLE, DE;4;PMR;Línea;2;10,9;;-3.737499815;40.403000362;RIOCABADO, CALLE, DE4
437320,3500000000;4472775,8100000000;24/07/2019;10  LATINA;10-01 CÁRMENES;RIOCABADO, CALLE, DE;12;PMR;Línea;1;6,5;;-3.738660169;40.403235332;RIOCABADO, CALLE, DE12
437262,5300000000;4472778,7800000000;01/06/2023;10  LATINA;10-01 CÁRMENES;RIOCABADO, CALLE, DE;13;PMR;Línea;1;8;;-3.73934176;40.403257505;RIOCABADO, CALLE, DE13
437277,2800000000;4472787,2900000000;02/04/2019;10  LATINA;10-01 CÁRMENES;RIOCABADO, CALLE, DE;16;PMR;Línea;1;6,5;;-3.739168841;40.403335428;RIOCABADO, CALLE, DE16
437217,9000000000;4472803,0800000000;27/04/2005;10  LATINA;10-01 CÁRMENES;RIOCABADO, CALLE, DE;20;PMR;Línea;1;5;;-3.739870084;40.403472995;RIOCABADO, CALLE, DE20
437208,0300000000;4472805,7100000000;18/04/2008;10  LATINA;10-01 CÁRMENES;RIOCABADO, CALLE, DE;22;PMR;Línea;1;5;;-3.739986738;40.403496142;RIOCABADO, CALLE, DE22
438619,3800000000;4472932,7100000000;06/02/2015;10  LATINA;10-01 CÁRMENES;SAN AMBROSIO, CALLE, DE;S/N;PMR;Línea;1;5,54;;-3.723367811;40.404745591;SAN AMBROSIO, CALLE, DES/N
438532,6200000000;4472916,2000000000;09/08/2021;10  LATINA;10-01 CÁRMENES;SAN AMBROSIO, CALLE, DE;S/N;PMR;Línea;1;7,35;;-3.724388592;40.404590549;SAN AMBROSIO, CALLE, DES/N
438631,8500000000;4473074,6500000000;30/12/2009;10  LATINA;10-01 CÁRMENES;SAN CONRADO, CALLE, DE;1;PMR;Línea;1;5,51;;-3.723234598;40.406024605;SAN CONRADO, CALLE, DE1
438537,2200000000;4473076,7400000000;12/07/2011;10  LATINA;10-01 CÁRMENES;SAN CONRADO, CALLE, DE;7;PMR;Línea;1;6,24;;-3.724349918;40.406036465;SAN CONRADO, CALLE, DE7
438623,3400000000;4473018,3500000000;03/06/2015;10  LATINA;10-01 CÁRMENES;SAN CONRADO, CALLE, DE;S/N;PMR;Línea;1;5,97;;-3.723329365;40.405517251;SAN CONRADO, CALLE, DES/N
438686,8700000000;4473263,7700000000;27/03/2009;10  LATINA;10-01 CÁRMENES;SAN GALO, CALLE, DE;S/N;PMR;Línea;1;7,26;;-3.722604402;40.407732478;SAN GALO, CALLE, DES/N
438694,7400000000;4473292,4500000000;27/03/2009;10  LATINA;10-01 CÁRMENES;SAN GALO, CALLE, DE;S/N;PMR;Línea;1;6,1;;-3.722514505;40.40799197;SAN GALO, CALLE, DES/N
438696,7400000000;4473301,1800000000;14/11/2020;10  LATINA;10-01 CÁRMENES;SAN GALO, CALLE, DE;S/N;PMR;Línea;1;6,35;;-3.722491701;40.40806995;SAN GALO, CALLE, DES/N
438671,2300000000;4473217,7500000000;30/12/2009;10  LATINA;10-01 CÁRMENES;SAN RUFO, CALLE, DE;1;PMR;Línea;1;6,87;;-3.722784253;40.407316911;SAN RUFO, CALLE, DE1
438639,0300000000;4473209,2800000000;10/10/2018;10  LATINA;10-01 CÁRMENES;SAN RUFO, CALLE, DE;3;PMR;Línea;1;4,93;;-3.723162921;40.407238416;SAN RUFO, CALLE, DE3
438648,5800000000;4473215,1100000000;01/10/2008;10  LATINA;10-01 CÁRMENES;SAN RUFO, CALLE, DE;4;PMR;Línea;1;5,95;;-3.723050851;40.40729193;SAN RUFO, CALLE, DE4
438590,4200000000;4473235,1300000000;17/02/2011;10  LATINA;10-01 CÁRMENES;SAN RUFO, CALLE, DE;10;PMR;Línea;1;5,88;;-3.723738171;40.407467141;SAN RUFO, CALLE, DE10
437012,9800000000;4472914,6700000000;08/04/2013;10  LATINA;10-01 CÁRMENES;SEPULVEDA, CALLE, DE;67;PMR;Línea;1;5;;-3.742295873;40.404462894;SEPULVEDA, CALLE, DE67
436954,8900000000;4472915,7400000000;24/10/2008;10  LATINA;10-01 CÁRMENES;SEPULVEDA, CALLE, DE;79;PMR;Línea;1;6;;-3.7429805;40.404467821;SEPULVEDA, CALLE, DE79
437318,4300000000;4471896,4600000000;14/02/2022;10  LATINA;10-01 CÁRMENES;TARAZONA, CALLE, DE;1;PMR;Batería;1;3,7;;-3.738596227;40.395313847;TARAZONA, CALLE, DE1
437267,4900000000;4471940,0700000000;11/03/2019;10  LATINA;10-01 CÁRMENES;TARAZONA, CALLE, DE;8;PMR;Batería;1;3,8;;-3.739200697;40.39570277;TARAZONA, CALLE, DE8
437261,2100000000;4471926,7200000000;13/04/2012;10  LATINA;10-01 CÁRMENES;TARAZONA, CALLE, DE;9;PMR;Línea;2;6,1;;-3.739273348;40.39558159;TARAZONA, CALLE, DE9
437462,4300000000;4472080,6500000000;28/08/2002;10  LATINA;10-01 CÁRMENES;VIA CARPETANA, CALLE;200;PMR;Línea;1;4,9;;-3.73691769;40.396983789;VIA CARPETANA, CALLE200
437316,2100000000;4471859,4500000000;19/08/2019;10  LATINA;10-01 CÁRMENES;VIA CARPETANA, CALLE;224;PMR;Línea;1;6,5;;-3.738618744;40.394979411;VIA CARPETANA, CALLE224
437260,0800000000;4471785,3300000000;03/09/2014;10  LATINA;10-01 CÁRMENES;VIA CARPETANA, CALLE;232;PMR;Línea;1;5,5;;-3.739272718;40.394307905;VIA CARPETANA, CALLE232
437251,2900000000;4471776,8100000000;02/04/2019;10  LATINA;10-01 CÁRMENES;VIA CARPETANA, CALLE;234;PMR;Línea;1;6,5;;-3.739375392;40.394230269;VIA CARPETANA, CALLE234
437286,4100000000;4472655,1200000000;24/11/2020;10  LATINA;10-01 CÁRMENES;VIÑEGRA, CALLE, DE;5;PMR;Línea;1;6,5;;-3.739048291;40.402145452;VIÑEGRA, CALLE, DE5
437284,8300000000;4472601,8300000000;11/08/2023;10  LATINA;10-01 CÁRMENES;VIÑEGRA, CALLE, DE;8;PMR;Línea;1;8,12;;-3.73906164;40.401664797;VIÑEGRA, CALLE, DE8
437295,6600000000;4472599,9800000000;17/02/2017;10  LATINA;10-01 CÁRMENES;VIÑEGRA, CALLE, DE;11;PMR;Línea;1;5,4;;-3.738933871;40.401649442;VIÑEGRA, CALLE, DE11
437366,9800000000;4473575,9400000000;13/06/2006;10  LATINA;10-02 PUERTA DEL ÁNGEL;ALFONSO CEA, CALLE, DE;3;PMR;Línea;1;5;.;-3.738189427;40.410447037;ALFONSO CEA, CALLE, DE3
437703,8000000000;4473249,6500000000;12/06/2013;10  LATINA;10-02 PUERTA DEL ÁNGEL;AMPELIDO, CALLE, DE;1;PMR;Línea;1;5;;-3.734188119;40.407532229;AMPELIDO, CALLE, DE1
437704,5200000000;4473213,0400000000;05/03/2012;10  LATINA;10-02 PUERTA DEL ÁNGEL;AMPELIDO, CALLE, DE;7;PMR;Línea;1;5;;-3.734176029;40.407202664;AMPELIDO, CALLE, DE7
437699,5200000000;4473113,1300000000;21/06/2016;10  LATINA;10-02 PUERTA DEL ÁNGEL;AMPELIDO, CALLE, DE;20;PMR;Línea;1;5,5;;-3.734225189;40.406302776;AMPELIDO, CALLE, DE20
438213,6400000000;4473881,2600000000;26/10/2022;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTILLON, CALLE, DE;3;PMR;Línea;1;8;;-3.728241103;40.413260088;ANTILLON, CALLE, DE3
438254,8600000000;4473605,8700000000;19/04/2021;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTILLON, CALLE, DE;28;PMR;Línea;2;16;;-3.727728593;40.410782103;ANTILLON, CALLE, DE28
438010,1100000000;4473660,2200000000;12/06/2015;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTONIO ULLOA, CALLE, DE;1;PMR;Línea;1;5,5;;-3.73061842;40.411253704;ANTONIO ULLOA, CALLE, DE1
438013,5400000000;4473668,6200000000;21/08/2018;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTONIO ULLOA, CALLE, DE;2;PMR;Línea;1;5,5;;-3.730578828;40.411329507;ANTONIO ULLOA, CALLE, DE2
437909,8900000000;4473619,4100000000;24/07/2019;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTONIO ULLOA, CALLE, DE;28;PMR;Línea;1;6,5;;-3.731795447;40.410878646;ANTONIO ULLOA, CALLE, DE28
437887,8200000000;4473608,5300000000;22/02/2021;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTONIO ULLOA, CALLE, DE;36;PMR;Línea;1;5,55;;-3.732054481;40.410779295;ANTONIO ULLOA, CALLE, DE36
438454,4700000000;4473905,1300000000;22/02/2013;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTONIO ZAMORA, CALLE, DE;4;PMR;Línea;1;6,14;;-3.725405077;40.413493339;ANTONIO ZAMORA, CALLE, DE4
438402,0200000000;4473897,1300000000;04/02/2021;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTONIO ZAMORA, CALLE, DE;10;PMR;Línea;1;6,5;;-3.726022553;40.413417537;ANTONIO ZAMORA, CALLE, DE10
438116,0400000000;4473839,4700000000;17/05/2017;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTONIO ZAMORA, CALLE, DE;35;PMR;Línea;1;5,5;;-3.72938742;40.412876665;ANTONIO ZAMORA, CALLE, DE35
437972,6100000000;4473775,8700000000;03/08/2023;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTONIO ZAMORA, CALLE, DE;55;PMR;Línea;1;8;;-3.731071515;40.412292591;ANTONIO ZAMORA, CALLE, DE55
437874,5000000000;4473729,0600000000;03/08/2023;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTONIO ZAMORA, CALLE, DE;77;PMR;Línea;1;8;;-3.732223217;40.411863618;ANTONIO ZAMORA, CALLE, DE77
437850,2500000000;4473717,3400000000;03/08/2023;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTONIO ZAMORA, CALLE, DE;81;PMR;Línea;1;8;;-3.73250792;40.411756991;ANTONIO ZAMORA, CALLE, DE81
437226,0200000000;4473056,2700000000;31/01/2022;10  LATINA;10-02 PUERTA DEL ÁNGEL;APOSTOLES, AVENIDA, DE LOS;24;PMR;Línea;1;6,5;;-3.739799381;40.405754627;APOSTOLES, AVENIDA, DE LOS24
438039,1000000000;4473308,9000000000;12/11/2020;10  LATINA;10-02 PUERTA DEL ÁNGEL;ARAMIS, CALLE, DE;22;PMR;Línea;1;6,5;;-3.730242388;40.408091035;ARAMIS, CALLE, DE22
438037,8500000000;4473295,4100000000;20/08/2019;10  LATINA;10-02 PUERTA DEL ÁNGEL;ARAMIS, CALLE, DE;24;PMR;Línea;1;6,5;;-3.730255852;40.407969625;ARAMIS, CALLE, DE24
437948,7400000000;4473403,2400000000;18/01/2008;10  LATINA;10-02 PUERTA DEL ÁNGEL;ATHOS, CALLE, DE;6;PMR;Línea;1;8,04;;-3.731316512;40.408934027;ATHOS, CALLE, DE6
437910,1500000000;4473202,2600000000;02/11/2023;10  LATINA;10-02 PUERTA DEL ÁNGEL;ATHOS, CALLE, DE;44;PMR;Línea;1;8;;-3.73175173;40.407121132;ATHOS, CALLE, DE44
437886,9600000000;4473137,6800000000;23/12/2019;10  LATINA;10-02 PUERTA DEL ÁNGEL;ATHOS, CALLE, DE;54;PMR;Línea;1;5,5;;-3.732018671;40.40653723;ATHOS, CALLE, DE54
438392,1100000000;4473692,6300000000;21/09/2012;10  LATINA;10-02 PUERTA DEL ÁNGEL;BAENA, CALLE, DE;3;PMR;Línea;1;5;;-3.726119555;40.411574045;BAENA, CALLE, DE3
438385,7300000000;4473692,3900000000;14/06/2007;10  LATINA;10-02 PUERTA DEL ÁNGEL;BAENA, CALLE, DE;4;PMR;Línea;1;5;;-3.72619467;40.411571925;BAENA, CALLE, DE4
437983,2400000000;4473691,5700000000;04/08/2017;10  LATINA;10-02 PUERTA DEL ÁNGEL;BARRAFON, CALLE, DE;5;PMR;Línea;1;5,5;;-3.730938073;40.411534396;BARRAFON, CALLE, DE5
437974,7100000000;4473695,2900000000;03/08/2018;10  LATINA;10-02 PUERTA DEL ÁNGEL;BARRAFON, CALLE, DE;8;PMR;Línea;1;5,5;;-3.731038971;40.411567399;BARRAFON, CALLE, DE8
437349,7400000000;4473420,1500000000;13/04/2020;10  LATINA;10-02 PUERTA DEL ÁNGEL;BENICASIM, CALLE, DE;1;PMR;Línea;1;3,7;;-3.738377242;40.409041457;BENICASIM, CALLE, DE1
437314,8600000000;4473431,2100000000;31/10/2008;10  LATINA;10-02 PUERTA DEL ÁNGEL;BENICASIM, CALLE, DE;5;PMR;Batería;1;3;;-3.738789428;40.409138974;BENICASIM, CALLE, DE5
438344,6100000000;4473487,3200000000;04/01/2019;10  LATINA;10-02 PUERTA DEL ÁNGEL;BUJALANCE, CALLE, DE;1;PMR;Línea;1;5,5;;-3.726659339;40.4097211;BUJALANCE, CALLE, DE1
438363,7900000000;4473490,0800000000;09/06/2020;10  LATINA;10-02 PUERTA DEL ÁNGEL;BUJALANCE, CALLE, DE;1;PMR;Línea;1;6,5;;-3.726433593;40.409747857;BUJALANCE, CALLE, DE1
438320,5600000000;4473481,5700000000;20/03/2014;10  LATINA;10-02 PUERTA DEL ÁNGEL;BUJALANCE, CALLE, DE;4;PMR;Línea;1;5,5;;-3.72694238;40.409667929;BUJALANCE, CALLE, DE4
437757,7000000000;4473243,2000000000;10/01/2017;10  LATINA;10-02 PUERTA DEL ÁNGEL;CAMPILLO, CALLE, DEL;25;PMR;Línea;1;;;-3.733552193;40.407478715;CAMPILLO, CALLE, DEL25
438299,2700000000;4473917,4900000000;26/10/2017;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARAMUEL, CALLE, DE;2;PMR;Línea;1;6,6;;-3.727235505;40.413592862;CARAMUEL, CALLE, DE2
438313,1300000000;4473809,0100000000;04/06/2021;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARAMUEL, CALLE, DE;12;PMR;Batería;1;3,7;;-3.72706167;40.412616485;CARAMUEL, CALLE, DE12
438330,1700000000;4473695,0200000000;04/06/2021;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARAMUEL, CALLE, DE;24;PMR;Batería;1;3,7;;-3.726849675;40.41159089;CARAMUEL, CALLE, DE24
438335,1400000000;4473661,0100000000;04/06/2021;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARAMUEL, CALLE, DE;28;PMR;Batería;1;3,52;;-3.726787853;40.411284759;CARAMUEL, CALLE, DE28
438300,3900000000;4473552,4200000000;23/10/2014;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARAMUEL, CALLE, DE;33;PMR;Línea;1;4,75;;-3.727186861;40.410304772;CARAMUEL, CALLE, DE33
438249,0800000000;4473520,7400000000;29/06/2007;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARAMUEL, CALLE, DE;38;PMR;Línea;1;5,74;;-3.727788467;40.410015027;CARAMUEL, CALLE, DE38
438240,1100000000;4473485,0300000000;07/09/2022;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARAMUEL, CALLE, DE;41;PMR;Batería;1;3,77;;-3.727890682;40.409692795;CARAMUEL, CALLE, DE41
438184,2200000000;4473422,0400000000;16/01/2020;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARAMUEL, CALLE, DE;51;PMR;Línea;1;5,86;;-3.728543281;40.409121671;CARAMUEL, CALLE, DE51
438171,8300000000;4473449,4100000000;10/12/2004;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARAMUEL, CALLE, DE;Fte 42;PMR;Línea;1;5;;-3.728691906;40.40936684;CARAMUEL, CALLE, DEFte 42
437437,3100000000;4473089,5700000000;01/02/2021;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARBALLIDO, CALLE, DE;4;PMR;Batería;1;3,7;;-3.737312859;40.406070384;CARBALLIDO, CALLE, DE4
437515,4700000000;4473460,1300000000;12/06/2014;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARCAGENTE, CALLE, DE;S/N;PMR;Línea;2;11;;-3.73642804;40.409414567;CARCAGENTE, CALLE, DES/N
438428,0900000000;4473770,7500000000;13/12/2012;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARDENAL MENDOZA, CALLE, DEL;11 A;PMR;Línea;1;5,84;;-3.725703015;40.41228096;CARDENAL MENDOZA, CALLE, DEL11 A
438455,8100000000;4473775,0700000000;10/12/2019;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARDENAL MENDOZA, CALLE, DEL;7;PMR;Línea;2;10,36;;-3.725376715;40.412321984;CARDENAL MENDOZA, CALLE, DEL7
438265,5300000000;4473747,1100000000;30/05/2007;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARDENAL MENDOZA, CALLE, DEL;29;PMR;Línea;1;6,25;;-3.727616694;40.412055731;CARDENAL MENDOZA, CALLE, DEL29
438060,2400000000;4473556,9600000000;02/10/2008;10  LATINA;10-02 PUERTA DEL ÁNGEL;CERRO BERMEJO, CALLE, DEL;3;PMR;Línea;1;6;;-3.730017444;40.410327174;CERRO BERMEJO, CALLE, DEL3
438680,6300000000;4473363,5500000000;30/12/2009;10  LATINA;10-02 PUERTA DEL ÁNGEL;DAIMIEL, CALLE, DE;1;PMR;Batería;1;3,5;;-3.722687595;40.408630933;DAIMIEL, CALLE, DE1
438705,8600000000;4473376,0800000000;14/07/2018;10  LATINA;10-02 PUERTA DEL ÁNGEL;DAIMIEL, CALLE, DE;S/N;PMR;Línea;2;11;;-3.722391376;40.408745868;DAIMIEL, CALLE, DES/N
437584,6900000000;4473611,3800000000;15/04/2016;10  LATINA;10-02 PUERTA DEL ÁNGEL;DOCTOR LARRA Y CEREZO, CALLE, DEL;2;PMR;Línea;3;15;;-3.73562716;40.410781874;DOCTOR LARRA Y CEREZO, CALLE, DEL2
