CALIFICACION;LUGAR;MES;ANIO;HORA;IMP_BOL;DESCUENTO; PUNTOS;DENUNCIANTE;HECHO-BOL;VEL_LIMITE;VEL_CIRCULA ;COORDENADA-X;COORDENADA-Y                                                                                                                                          
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;22.47; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;22.52; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;22.52; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;JOAQUIN COSTA - VELAZQUEZ               ;12;2023;23.06; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442175.51; 4477326.00
GRAVE     ;ASCAO - EMILIO FERRARI                  ;12;2023;23.36; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  445783.54; 4475923.73
GRAVE     ;JOAQUIN COSTA - VELAZQUEZ               ;12;2023;17.38; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442175.51; 4477326.00
GRAVE     ;ALBERTO AGUILERA - B. GRACIAN           ;12;2023;17.40; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439802.04; 4475938.23
GRAVE     ;AV ILUSTRACION ESQ BETANZOS             ;12;2023;17.44; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439719.40; 4481540.00
GRAVE     ;CAMINO DE LOS VINATEROS 47              ;12;2023;17.44; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  444524.76; 4473763.40
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;17.48; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;FRANCISCO SILVELA 62                    ;12;2023;17.49; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442840.13; 4476506.58
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;17.49; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;PO CASTELLANA 105                       ;12;2023;17.50; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441556.35; 4478627.48
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;17.50; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;17.50; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;17.51; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;CARAB. ARAVACA - VILLAVICIOSA           ;12;2023;18.08; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  434397.30; 4472312.57
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;18.10; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;CIUDAD BARCELONA - M. PELAYO            ;12;2023;18.12; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442368.00; 4473046.00
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;18.15; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;FRANCISCO SILVELA 62                    ;12;2023;18.19; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442840.13; 4476506.58
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;18.22; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;FTE CARRANTONA ESQ HAC.PAVONES          ;12;2023;18.24; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  446113.77; 4472632.74
GRAVE     ;PO CASTELLANA 167                       ;12;2023;18.24; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441560.69; 4479431.48
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;18.29; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;PO CASTELLANA 167                       ;12;2023;18.34; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441560.69; 4479431.48
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;18.38; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;18.40; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;AV FILIPINAS 18                         ;12;2023;18.44; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439856.91; 4477037.97
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;18.48; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;AV POBLADOS-EST. ALUCHE F 56            ;12;2023;18.54; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  435542.26; 4470953.31
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;18.55; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;19.01; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;PO CASTELLANA 105                       ;12;2023;19.04; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441556.35; 4478627.48
GRAVE     ;MENENDEZ PELAYO H. NIÑO JESUS           ;12;2023;19.06; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442633.05; 4474191.88
GRAVE     ;CARAB. ARAVACA - VILLAVICIOSA           ;12;2023;19.14; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  434397.30; 4472312.57
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;19.19; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;19.21; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;JOAQUIN COSTA - VELAZQUEZ               ;12;2023;19.28; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442175.51; 4477326.00
GRAVE     ;FTE CARRANTONA ESQ HAC.PAVONES          ;12;2023;19.30; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  446113.77; 4472632.74
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;19.44; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;C. BARRIAL - FDO. L. CARRETER           ;12;2023;19.54; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  432850.36; 4479575.82
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;19.55; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;20.05; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;20.33; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;20.33; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;20.38; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;20.56; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;21.06; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;21.47; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;JOAQUIN COSTA - VELAZQUEZ               ;12;2023;21.56; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442175.51; 4477326.00
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;22.20; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;22.20; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;FRANCISCO SILVELA 62                    ;12;2023;22.21; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442840.13; 4476506.58
GRAVE     ;FRANCISCO SILVELA 62                    ;12;2023;22.34; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442840.13; 4476506.58
GRAVE     ;AV ANDALUCIA METRO S.CRISTOBAL          ;12;2023;22.40; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441264.06; 4466098.35
GRAVE     ;AV ANDALUCIA ESQ ALCOCER                ;12;2023;23.46; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441258.69; 4467147.76
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;00.07; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;00.22; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;PO CASTELLANA 167                       ;12;2023;00.32; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441560.69; 4479431.48
GRAVE     ;FTE CARRANTONA ESQ HAC.PAVONES          ;12;2023;00.43; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  446113.77; 4472632.74
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;01.49; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;03.13; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;AV C. HERRERA ORIA ESQ LA MASO          ;12;2023;03.43; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439585.57; 4481841.42
GRAVE     ;AV LOGROÑO ESQ JOAQUIN IBARRA           ;12;2023;04.39; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  449801.53; 4479233.06
GRAVE     ;CARAB. ARAVACA - VILLAVICIOSA           ;12;2023;06.02; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  434397.30; 4472312.57
GRAVE     ;FTE CARRANTONA ESQ HAC.PAVONES          ;12;2023;06.05; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  446113.77; 4472632.74
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;06.09; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;M. CORBERA - RICARDO ORTIZ              ;12;2023;06.44; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  444461.78; 4475104.19
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;06.45; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;06.50; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;PO CASTELLANA 105                       ;12;2023;07.29; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441556.35; 4478627.48
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;07.35; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;08.01; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;08.03; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;O'DONNELL CON DOCTOR ESQUERDO           ;12;2023;08.16; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443397.89; 4474921.69
GRAVE     ;AV CARDENAL HERRERA ORIA 83             ;12;2023;08.31; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440617.58; 4482305.97
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;08.34; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;AV PESETA - CTRA B. FORTUNA             ;12;2023;08.36; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  435089.95; 4469256.88
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;08.41; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;08.53; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;AV LOGROÑO ESQ JOAQUIN IBARRA           ;12;2023;09.13; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  449801.53; 4479233.06
GRAVE     ;AV CARDENAL HERRERA ORIA 83             ;12;2023;09.14; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440617.58; 4482305.97
GRAVE     ;MENENDEZ PELAYO H. NIÑO JESUS           ;12;2023;09.17; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442633.05; 4474191.88
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;09.25; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;ALBERTO AGUILERA - B. GRACIAN           ;12;2023;09.32; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439802.04; 4475938.23
GRAVE     ;AV LOGROÑO ESQ JOAQUIN IBARRA           ;12;2023;09.33; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  449801.53; 4479233.06
GRAVE     ;PO CASTELLANA 105                       ;12;2023;09.37; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441556.35; 4478627.48
GRAVE     ;FTE CARRANTONA ESQ HAC.PAVONES          ;12;2023;09.40; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  446113.77; 4472632.74
GRAVE     ;AV POBLADOS-EST. ALUCHE F 56            ;12;2023;09.47; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  435542.26; 4470953.31
GRAVE     ;AV POBLADOS-EST. ALUCHE F 56            ;12;2023;09.49; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  435542.26; 4470953.31
GRAVE     ;AV ILUSTRACION ESQ BETANZOS             ;12;2023;09.52; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439719.40; 4481540.00
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;09.52; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;C. BARRIAL - FDO. L. CARRETER           ;12;2023;09.52; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  432850.36; 4479575.82
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;09.53; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;09.53; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;09.56; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;JOAQUIN COSTA - VELAZQUEZ               ;12;2023;10.00; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442175.51; 4477326.00
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;10.01; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;10.02; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;JOAQUIN COSTA - VELAZQUEZ               ;12;2023;10.03; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442175.51; 4477326.00
GRAVE     ;O'DONNELL CON DOCTOR ESQUERDO           ;12;2023;10.03; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443397.89; 4474921.69
GRAVE     ;AV ANDALUCIA ESQ ALCOCER                ;12;2023;10.05; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441258.69; 4467147.76
GRAVE     ;ALBERTO AGUILERA - B. GRACIAN           ;12;2023;10.09; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439802.04; 4475938.23
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;10.09; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;10.11; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;10.12; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;PO CASTELLANA 105                       ;12;2023;10.23; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441556.35; 4478627.48
GRAVE     ;ALBERTO AGUILERA - B. GRACIAN           ;12;2023;10.24; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439802.04; 4475938.23
GRAVE     ;JOAQUIN COSTA - VELAZQUEZ               ;12;2023;10.26; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442175.51; 4477326.00
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;10.29; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
