CALIFICACION;LUGAR;MES;ANIO;HORA;IMP_BOL;DESCUENTO; PUNTOS;DENUNCIANTE;HECHO-BOL;VEL_LIMITE;VEL_CIRCULA ;COORDENADA-X;COORDENADA-Y                                                                                                                                          
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;16.40; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;AV AMERICA - CARTAGENA                  ;12;2023;16.40; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443037.87; 4476937.06
GRAVE     ;PO CASTELLANA 167                       ;12;2023;16.53; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441560.69; 4479431.48
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;17.03; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;17.05; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;17.06; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;17.08; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;C. BARRIAL - FDO. L. CARRETER           ;12;2023;17.08; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  432850.36; 4479575.82
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;17.09; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;17.12; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;FRANCISCO SILVELA 62                    ;12;2023;17.18; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442840.13; 4476506.58
GRAVE     ;AV FILIPINAS 18                         ;12;2023;17.21; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439856.91; 4477037.97
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;17.21; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;AV FILIPINAS 18                         ;12;2023;17.24; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439856.91; 4477037.97
GRAVE     ;AV CARDENAL HERRERA ORIA 83             ;12;2023;17.28; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440617.58; 4482305.97
GRAVE     ;ALBERTO AGUILERA - B. GRACIAN           ;12;2023;17.39; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439802.04; 4475938.23
GRAVE     ;HERMANOS GARCIA NOBLEJAS 123            ;12;2023;17.42; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447053.81; 4474832.37
GRAVE     ;AV FILIPINAS 18                         ;12;2023;17.42; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439856.91; 4477037.97
GRAVE     ;AV FILIPINAS 18                         ;12;2023;17.52; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439856.91; 4477037.97
GRAVE     ;CAMINO DE LOS VINATEROS 47              ;12;2023;17.53; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  444524.76; 4473763.40
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;17.54; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;CARAB. ARAVACA - VILLAVICIOSA           ;12;2023;18.14; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  434397.30; 4472312.57
GRAVE     ;ASCAO - EMILIO FERRARI                  ;12;2023;18.20; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  445783.54; 4475923.73
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;18.20; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;18.26; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;AV FILIPINAS 18                         ;12;2023;18.26; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439856.91; 4477037.97
GRAVE     ;PO CASTELLANA 105                       ;12;2023;18.28; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441556.35; 4478627.48
GRAVE     ;HERMANOS GARCIA NOBLEJAS 123            ;12;2023;18.32; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447053.81; 4474832.37
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;18.37; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;M. CORBERA - RICARDO ORTIZ              ;12;2023;18.45; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  444461.78; 4475104.19
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;18.59; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;AV ILUSTRACION ESQ BETANZOS             ;12;2023;19.02; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439719.40; 4481540.00
GRAVE     ;AV PESETA - CTRA B. FORTUNA             ;12;2023;19.16; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  435089.95; 4469256.88
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;19.23; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;PO CASTELLANA 167                       ;12;2023;20.02; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441560.69; 4479431.48
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;20.24; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;AV FILIPINAS 18                         ;12;2023;20.32; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439856.91; 4477037.97
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;21.07; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;PO CASTELLANA 105                       ;12;2023;21.14; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441556.35; 4478627.48
GRAVE     ;PO CASTELLANA 167                       ;12;2023;21.34; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441560.69; 4479431.48
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;21.36; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;AV FILIPINAS 18                         ;12;2023;21.40; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439856.91; 4477037.97
GRAVE     ;AV AMERICA - CARTAGENA                  ;12;2023;21.59; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443037.87; 4476937.06
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;22.10; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;22.27; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;23.14; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;23.41; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;CAMINO DE LOS VINATEROS 47              ;12;2023;18.11; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  444524.76; 4473763.40
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;18.18; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;PO CASTELLANA 105                       ;12;2023;18.19; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441556.35; 4478627.48
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;18.22; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;18.31; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;CARAB. ARAVACA - VILLAVICIOSA           ;12;2023;18.35; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  434397.30; 4472312.57
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;18.37; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;18.38; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;18.40; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;HERMANOS GARCIA NOBLEJAS 123            ;12;2023;18.40; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447053.81; 4474832.37
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;18.40; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;18.41; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;18.49; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;AV POBLADOS-EST. ALUCHE F 56            ;12;2023;18.50; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  435542.26; 4470953.31
GRAVE     ;PO CASTELLANA 167                       ;12;2023;18.51; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441560.69; 4479431.48
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;18.53; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;ALBERTO AGUILERA - B. GRACIAN           ;12;2023;18.54; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439802.04; 4475938.23
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;18.54; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;JOAQUIN COSTA - VELAZQUEZ               ;12;2023;18.55; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442175.51; 4477326.00
GRAVE     ;MENENDEZ PELAYO H. NIÑO JESUS           ;12;2023;18.56; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442633.05; 4474191.88
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;18.57; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;AV PESETA - CTRA B. FORTUNA             ;12;2023;19.01; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  435089.95; 4469256.88
GRAVE     ;JOSE ABASCAL - SANTA ENGRACIA           ;12;2023;19.03; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440671.00; 4476875.00
GRAVE     ;C. BARRIAL - FDO. L. CARRETER           ;12;2023;19.13; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  432850.36; 4479575.82
GRAVE     ;CARAB. ARAVACA - VILLAVICIOSA           ;12;2023;19.15; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  434397.30; 4472312.57
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;19.22; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;JOAQUIN COSTA - VELAZQUEZ               ;12;2023;19.25; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442175.51; 4477326.00
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;19.27; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;AV PESETA - CTRA B. FORTUNA             ;12;2023;19.33; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  435089.95; 4469256.88
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;19.34; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;19.41; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;19.42; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;19.43; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;19.45; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;ALBERTO AGUILERA - B. GRACIAN           ;12;2023;19.47; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439802.04; 4475938.23
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;19.47; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;19.47; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;PO CASTELLANA 167                       ;12;2023;19.47; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441560.69; 4479431.48
GRAVE     ;O'DONNELL CON DOCTOR ESQUERDO           ;12;2023;19.48; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443397.89; 4474921.69
GRAVE     ;ALCALA - SAN ROMUALDO                   ;12;2023;19.55; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  447180.68; 4477170.40
GRAVE     ;AV ANDALUCIA METRO S.CRISTOBAL          ;12;2023;20.03; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441264.06; 4466098.35
GRAVE     ;AV ILUSTRACION ESQ BETANZOS             ;12;2023;20.12; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439719.40; 4481540.00
GRAVE     ;CAMINO DE LOS VINATEROS 47              ;12;2023;20.12; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  444524.76; 4473763.40
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;20.15; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;FTE CARRANTONA ESQ HAC.PAVONES          ;12;2023;20.16; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  446113.77; 4472632.74
GRAVE     ;GRAL RICARDOS - QUINCE MAYO             ;12;2023;20.20; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439232.86; 4472262.78
GRAVE     ;ALBERTO AGUILERA - B. GRACIAN           ;12;2023;20.34; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439802.04; 4475938.23
GRAVE     ;O'DONNELL CON DOCTOR ESQUERDO           ;12;2023;20.36; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443397.89; 4474921.69
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;20.37; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;AV LOGROÑO ESQ JOAQUIN IBARRA           ;12;2023;20.39; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  449801.53; 4479233.06
GRAVE     ;MONFORTE  LEMOS - FINISTERRE            ;12;2023;20.40; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  440583.84; 4481460.37
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;20.51; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;AV LOGROÑO ESQ JOAQUIN IBARRA           ;12;2023;20.51; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  449801.53; 4479233.06
GRAVE     ;JOAQUIN COSTA - VELAZQUEZ               ;12;2023;20.51; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  442175.51; 4477326.00
GRAVE     ;M. CORBERA - RICARDO ORTIZ              ;12;2023;20.54; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  444461.78; 4475104.19
GRAVE     ;PO CASTELLANA 167                       ;12;2023;20.55; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  441560.69; 4479431.48
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;20.56; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;AV MEDITERRANEO 32                      ;12;2023;20.58; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  443017.57; 4473349.72
GRAVE     ;AV LOGROÑO ESQ JOAQUIN IBARRA           ;12;2023;20.58; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  449801.53; 4479233.06
GRAVE     ;SINESIO DELGADO GTA P. CEBRERO          ;12;2023;21.13; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439798.51; 4480503.35
GRAVE     ;ASCAO - EMILIO FERRARI                  ;12;2023;21.16; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  445783.54; 4475923.73
GRAVE     ;VIA LUSITANA - PL ELIPTICA              ;12;2023;21.18; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439132.53; 4470910.90
GRAVE     ;AV PESETA - CTRA B. FORTUNA             ;12;2023;21.27; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  435089.95; 4469256.88
GRAVE     ;AV FILIPINAS 18                         ;12;2023;21.28; 200.00;SI;4;MEDIOS DE CAPTACION DE IMAGEN ;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;   ;   ;  439856.91; 4477037.97
