Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
439578,74;4473497,17;30/09/2022;01  CENTRO;01-01 PALACIO;AGUILA, CALLE, DEL;3;CargayDescarga 360;Línea;2;8,74;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,712116237;40,40990061
439873,76;4474393,87;23/08/2022;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS;1;CargayDescarga 360;Línea;4;22,5;PERMITIDO CARGA Y DESCARGA DE 0 A 11 H. MÁX 45 MIN.;-3,708724098;40,41800017
439884,64;4474417,84;23/08/2022;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS;3;CargayDescarga 360;Línea;6;29,2;PERMITIDO CARGA Y DESCARGA DE 7 A 11 H. MÁX 45 MIN.;-3,708598219;40,41821646
439707,32;4474504,16;26/08/2022;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;7;CargayDescarga 360;Línea;2;10,5;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,710696276;40,41898101
439759,66;4474466,5;26/08/2022;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;4;CargayDescarga 360;Línea;3;32;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MAX 45 MIN.;-3,710075877;40,41864606
439480,44;4473482,18;26/08/2022;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;37;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,713273326;40,40975869
439721,96;4473413,3;14/11/2022;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;3;CargayDescarga 360;Línea;3;16,07;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,710420397;40,40915542
439821,1;4474502,17;02/11/2022;01  CENTRO;01-01 PALACIO;CAMPOMANES, CALLE, DE;5;CargayDescarga 360;Línea;3;15;TODOS LOS DÍAS 24 HORAS, EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,709355154;40,41897127
439831,57;4474566,38;14/11/2022;01  CENTRO;01-01 PALACIO;CAMPOMANES, CALLE, DE;15;CargayDescarga 360;Línea;3;15,9;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,709237698;40,41955025
439728,41;4473715,03;29/08/2022;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA;40;CargayDescarga 360;Línea;3;15,4;LAB DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,710373071;40,41187433
439869,88;4474111,08;29/08/2022;01  CENTRO;01-01 PALACIO;CAVA DE SAN MIGUEL, CALLE, DE LA;3;CargayDescarga 360;Línea;2;10,68;LABORABLES DE 8 A 14 H. Y DE 16:30 A 20 H. ESCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,708743178;40,41545228
439844,1;4473656,26;29/08/2022;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;3;CargayDescarga 360;Línea;5;26;LABORABLES DE 8 A14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,709003988;40,411353
439755,27;4473658,97;29/08/2022;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;9;CargayDescarga 360;Línea;7;35,7;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,710051126;40,4113711
439867,16;4474189,78;14/11/2022;01  CENTRO;01-01 PALACIO;COMANDANTE LAS MORENAS, PLAZA, DEL;3;CargayDescarga 360;Línea;2;10,5;LABORABLES DE 8 A 15 H EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,708782654;40,41616074
439731,68;4474919,33;15/11/2022;01  CENTRO;01-01 PALACIO;DOCTOR CARRACIDO, CALLE, DEL;1;CargayDescarga 360;Línea;4;20,3;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,710448472;40,42272277
439619,86;4474674,54;30/08/2022;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;10;CargayDescarga 360;Línea;3;14,95;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,711743357;40,42051007
439679,47;4474682,5;30/08/2022;01  CENTRO;01-01 PALACIO;GUILLERMO ROLLAND, CALLE, DE;11;CargayDescarga 360;Línea;3;14,2;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,711041541;40,4205857
439714,68;4473619,77;30/08/2022;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;8;CargayDescarga 360;Línea;2;11,75;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,710525707;40,41101524
439726,26;4473554,17;31/08/2022;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;16;CargayDescarga 360;Línea;2;10,8;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,710383097;40,41042458
439525,62;4473761,86;30/08/2022;01  CENTRO;01-01 PALACIO;MANCEBOS, CALLE, DE LOS;11;CargayDescarga 360;Línea;2;10,3;LAB. DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,712767404;40,41228136
439832,47;4474163,29;29/08/2022;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;48;CargayDescarga 360;Línea;5;23,97;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,709188939;40,41591976
439549,55;4474271,97;30/08/2022;01  CENTRO;01-01 PALACIO;NOBLEJAS, CALLE, DE;4;CargayDescarga 360;Línea;2;13,4;LABORABLES DE 8 A 18 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,712533809;40,41687837
439607,6;4473381,32;30/08/2022;01  CENTRO;01-01 PALACIO;PALOMA, CALLE, DE LA;6;CargayDescarga 360;Línea;3;15;LABORABLES DE 6 A 13 H EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,711765186;40,40885931
439558,24;4473796,44;15/11/2022;01  CENTRO;01-01 PALACIO;REDONDILLA, CALLE, DE LA;5;CargayDescarga 360;Línea;3;14,27;LABORABLES DE 9:15 A 12:30 H. DE 14:30 A 16:00 H. Y DE 17:15 A 20 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,712386215;40,41259483
439459,49;4473594,25;15/11/2022;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;16;CargayDescarga 360;Línea;2;8,76;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,713530813;40,41076675
439853,86;4474090,84;15/11/2022;01  CENTRO;01-01 PALACIO;SAN MIGUEL, PLAZA, DE;5;CargayDescarga 360;Línea;5;32,36;LABORABLES DE 8 A 14 H. Y DE 16:30 A 20 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,708929962;40,41526848
439612,35;4474142,57;29/08/2022;01  CENTRO;01-01 PALACIO;SAN NICOLAS, PLAZA, DE;1;CargayDescarga 360;Línea;1;7;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,711781458;40,41571716
439722,93;4473885,02;15/11/2022;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;2;CargayDescarga 360;Línea;1;7,13;LABORABLES DE 9 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA. MÁX 45 MIN.;-3,710453629;40,41340505
439865,48;4474670,28;11/01/2023;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, PLAZA, DE;7;CargayDescarga 360;Línea;5;33,6;DE 9:30 A 14:30 H Y DE 15:30 A 20:00 H EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,708847857;40,4204891
439962,27;4473883,2;15/11/2022;01  CENTRO;01-01 PALACIO;SEGOVIA NUEVA, PLAZA, DE;1;CargayDescarga 360;Línea;2;11,5;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,707632843;40,41340579
439580,88;4473947,01;29/08/2022;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;18;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,712133655;40,41395279
439130,71;4473794,67;26/08/2022;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;7;CargayDescarga 360;Línea;2;10,1;LABORABLES DE 9 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA TIEMPO MAXIMO 45 MINUTOS;-3,717424691;40,41254819
439950,09;4474683,93;26/08/2022;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;4;CargayDescarga 360;Línea;7;37,3;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,707851942;40,42061847
439967,36;4473834,12;26/08/2022;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;34;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 17 HORAS. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,707568098;40,41296364
440536,25;4473171,44;08/09/2022;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;91;CargayDescarga 360;Línea;3;15;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,700801467;40,40703513
439760,82;4473334,18;15/11/2022;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;9;CargayDescarga 360;Línea;3;15,8;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,709954926;40,4084457
440803,01;4473266,53;09/09/2022;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;22;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,697666643;40,40791107
440854,65;4473255,48;09/09/2022;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;24;CargayDescarga 360;Línea;3;14;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,69705713;40,4078147
440587,43;4473312,25;15/11/2022;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;2;CargayDescarga 360;Línea;1;6,77;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,700211435;40,40830738
440647,07;4473299,49;15/11/2022;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;6;CargayDescarga 360;Línea;2;11,41;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,699507442;40,40819617
440443,38;4473898,01;09/09/2022;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;26;CargayDescarga 360;Línea;3;15,8;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,701963998;40,4135739
440347,14;4473942,74;09/09/2022;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;20;CargayDescarga 360;Línea;1;9,7;DE 8 A 22 H. CARGA Y DESCARGA SUBIDA Y BAJADA DE VIAJEROS TIEMPO MÁXIMO 45 MINUTOS;-3,703102408;40,41396987
440392,9;4473921,73;09/09/2022;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;22;CargayDescarga 360;Línea;3;17,5;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,702561135;40,41378394
441166,13;4473449,12;12/09/2022;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;112;CargayDescarga 360;Línea;2;10,1;LABORABLES DE 8 A 17 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,693404295;40,40958141
441038,24;4473520,74;14/10/2022;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;106;CargayDescarga 360;Línea;4;24,6;LABORABLES DE 8 A 14 H Y DE 16.30 A 19 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,694918107;40,41021728
440749,13;4473090,54;09/09/2022;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;24;CargayDescarga 360;Línea;5;24;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,698285265;40,40632117
440895,24;4473142,03;09/09/2022;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;12;CargayDescarga 360;Línea;3;15,85;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,696568226;40,40679575
440567,31;4473611,85;09/09/2022;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;17;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,7004766;40,41100504
440516,96;4473417,24;12/09/2022;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;52;CargayDescarga 360;Línea;2;10,8;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,701051849;40,40924847
440525,99;4473462,91;12/09/2022;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;39;CargayDescarga 360;Línea;3;15,34;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,700949634;40,40965991
440541,03;4473566,02;12/09/2022;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;25;CargayDescarga 360;Línea;2;11,09;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,700782044;40,41059039
440582,14;4473688,57;21/12/2022;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;8;CargayDescarga 360;Línea;3;16,4;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,70030901;40,41169695
440535,26;4473570,84;21/12/2022;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;26;CargayDescarga 360;Línea;2;15;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,700850627;40,41063342
439917,91;4473137,67;21/12/2022;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;2;CargayDescarga 360;Línea;3;20,01;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN  DOMINGOS Y FESTIVOS DE 0 A 16 H. ;-3,708085193;40,40668689
440479,7;4473864,33;16/11/2022;01  CENTRO;01-02 EMBAJADORES;CAÑIZARES, CALLE, DE LOS;1;CargayDescarga 360;Línea;2;13,14;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,701532733;40,41327338
439737,34;4473224,77;12/09/2022;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;9;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MARTES, SÁBADOS, DOMINGOS Y FESTIVOS DE 7:00 H. A 14:00 H MÁX 45 MIN;-3,710221351;40,40745815
439911,24;4473179,25;12/09/2022;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;31;CargayDescarga 360;Línea;2;10,53;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN DOMINGOS Y FESTIVOS DE 8 A 16 H.;-3,708167642;40,40706051
439886,07;4473330,13;12/09/2022;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;10;CargayDescarga 360;Línea;2;10,64;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN  DOMINGOS Y FESTIVOS DE 0 A 16 H. ;-3,708478471;40,40841791
439997,77;4473643,74;12/09/2022;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;2;CargayDescarga 360;Línea;7;33;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA, MÁX 45 MIN  DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3,707191837;40,41125113
439983,91;4473559,2;12/09/2022;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;18;CargayDescarga 360;Línea;8;44;LABORABLES DE 10 A 13 HORAS. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN ****** DOMINGOS Y FESTIVOS DE 0 A 16 HORAS;-3,707347166;40,41048875
440097,67;4473828,34;12/09/2022;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;6;CargayDescarga 360;Línea;4;22,5;LABORABLES DE 9 A 14 H.EXCEPTO CARGA Y DESCARGA MAXIMO 45 MIN;-3,706031827;40,41292118
440101,57;4473815,56;12/09/2022;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;11;CargayDescarga 360;Línea;3;17,28;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,705984672;40,41280654
440040,49;4473853,67;14/09/2022;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;10;CargayDescarga 360;Línea;4;20;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS ;-3,706708089;40,41314544
440186,13;4473810,98;12/09/2022;01  CENTRO;01-02 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;15;CargayDescarga 360;Línea;3;15;LABORABLES DE LUNES A SÁBADO DE 8 A 17 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,704987668;40,41277164
440217,59;4473915,03;12/09/2022;01  CENTRO;01-02 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;3;CargayDescarga 360;Línea;3;13;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,704626705;40,41371106
440187,08;4473838,09;15/09/2022;01  CENTRO;01-02 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;12;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,70497896;40,41301584
440618,79;4473158,52;16/11/2022;01  CENTRO;01-02 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;34;CargayDescarga 360;Línea;3;6,64;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,699827553;40,40692444
440099,96;4473705,03;13/09/2022;01  CENTRO;01-02 EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;7;CargayDescarga 360;Línea;3;15,4;LAB. DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,705993209;40,41181102
440083,69;4473699,54;13/09/2022;01  CENTRO;01-02 EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;11;CargayDescarga 360;Línea;3;14,5;LAB. DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,70618452;40,41175963
440068,01;4473693,62;13/09/2022;01  CENTRO;01-02 EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;13;CargayDescarga 360;Línea;3;15,5;LAB. DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,706368669;40,4117052
440735,99;4473669,75;13/09/2022;01  CENTRO;01-02 EMBAJADORES;DUQUE DE FERNAN NUÑEZ, CALLE, DEL;4;CargayDescarga 360;Línea;9;45,2;LAB. DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,698494051;40,41153824
440060,49;4473911,77;14/09/2022;01  CENTRO;01-02 EMBAJADORES;DUQUE DE RIVAS, CALLE, DEL;2;CargayDescarga 360;Línea;3;14;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MAXIMO 45 MINUTOS ;-3,706477874;40,41366993
440059,09;4473865,15;13/09/2022;01  CENTRO;01-02 EMBAJADORES;DUQUE DE RIVAS, CALLE, DEL;8;CargayDescarga 360;Línea;5;24;LAB. DE 9 A 14H. EXCEPTO CARGA Y DESCARGA MAXIMO 45 MINUTOS;-3,706489907;40,41324995
440256,82;4473251,57;14/09/2022;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;58;CargayDescarga 360;Línea;2;12,61;Laborables de 8 a 15h. Excepto Carga y Descarga MÁXIMO 45 MINUTOS;-3,70410199;40,40773672
440217,18;4473309,77;16/11/2022;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;35;CargayDescarga 360;Línea;4;20,2;LABORABLES DE 8 A 15 H EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,704574566;40,4082588
440276,28;4473213,23;16/11/2022;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;64;CargayDescarga 360;Línea;3;17;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,703868968;40,40739271
439873,41;4473432,3;29/04/2021;01  CENTRO;01-02 EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;9;CargayDescarga;Línea;1;6,5;LABORABLES DE LUNES A VIERNES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA;-3,70863741;40,40933739
439937,94;4473463,87;08/09/2022;01  CENTRO;01-02 EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;13;CargayDescarga 360;Línea;1;7,5;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN  DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3,707879959;40,40962691
440082,07;4473634,69;15/09/2022;01  CENTRO;01-02 EMBAJADORES;JUANELO, CALLE, DE;19;CargayDescarga 360;Línea;1;6,4;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,706197412;40,41117527
440429,28;4473438,7;15/09/2022;01  CENTRO;01-02 EMBAJADORES;LAVAPIES, CALLE, DE;48;CargayDescarga 360;Línea;3;14,7;LAB. DE 8 A 18 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,70208707;40,40943485
440464,41;4473394,49;15/09/2022;01  CENTRO;01-02 EMBAJADORES;LAVAPIES, CALLE, DE;56;CargayDescarga 360;Línea;2;10,5;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,70166904;40,40903939
440365,63;4473625,63;15/09/2022;01  CENTRO;01-02 EMBAJADORES;LAVAPIES, CALLE, DE;16;CargayDescarga 360;Línea;1;7,98;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,702854776;40,41111442
440415,54;4473876,85;15/09/2022;01  CENTRO;01-02 EMBAJADORES;LUIS VELEZ DE GUEVARA, CALLE, DE;3;CargayDescarga 360;Línea;3;15,1;LABORABLES DE 9 A 14 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,702290011;40,41338081
440532,29;4473766;15/09/2022;01  CENTRO;01-02 EMBAJADORES;MAGDALENA, CALLE, DE LA;23;CargayDescarga 360;Línea;1;5,5;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS ;-3,700903683;40,4123908
440562,15;4473766,7;15/09/2022;01  CENTRO;01-02 EMBAJADORES;MAGDALENA, CALLE, DE LA;25;CargayDescarga 360;Línea;1;6;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,700551944;40,41239922
440366,99;4473769,15;21/12/2022;01  CENTRO;01-02 EMBAJADORES;MAGDALENA, CALLE, DE LA;4;CargayDescarga 360;Línea;4;20,8;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS;-3,702852197;40,41240764
440781,91;4473118,44;15/09/2022;01  CENTRO;01-02 EMBAJADORES;MALLORCA, CALLE, DE;13;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,697901556;40,40657545
440476,91;4473104,1;15/09/2022;01  CENTRO;01-02 EMBAJADORES;MIGUEL SERVET, CALLE, DE;17;CargayDescarga 360;Línea;3;16,1;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,701494517;40,4064243
440044,9;4473185,85;15/09/2022;01  CENTRO;01-02 EMBAJADORES;MIRA EL SOL, CALLE, DE;17;CargayDescarga 360;Línea;2;10;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,706593154;40,40712967
440162,67;4473229,6;15/09/2022;01  CENTRO;01-02 EMBAJADORES;MIRA EL SOL, CALLE, DE;5;CargayDescarga 360;Línea;2;12,8;LABORABLES DE 8 A 15H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,70520946;40,40753246
440162,67;4473229,6;15/09/2022;01  CENTRO;01-02 EMBAJADORES;MIRA EL SOL, CALLE, DE;5;CargayDescarga 360;Línea;2;12,8;LABORABLES DE 8 A 15H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,70520946;40,40753246
440461,86;4473656,74;16/11/2022;01  CENTRO;01-02 EMBAJADORES;OLIVAR, CALLE, DEL;12;CargayDescarga 360;Línea;1;7,04;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,701723471;40,41140159
440468,91;4473530,91;14/11/2022;01  CENTRO;01-02 EMBAJADORES;OLIVAR, CALLE, DEL;34;CargayDescarga 360;Línea;2;13,1;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,701628761;40,41026896
439981,91;4473147,86;18/11/2022;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;S/N;CargayDescarga;Línea;5;14;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3,707331925;40,4067832
