Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
437012,74;4470863,4;01/02/2008;11  CARABANCHEL;11-04 VISTA ALEGRE;EULALIA GIL, CALLE, DE;7;CargayDescarga;Línea;2;12;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA EN LINEA;-3,742095738;40,38598466
437598,35;4470937,54;28/07/2005;11  CARABANCHEL;11-04 VISTA ALEGRE;FRANCISCO GARCIA, CALLE, DE;3;CargayDescarga;Línea;1;5;LABORABLES DE 9 A 18 H.EXCEPTO CARGA Y DESCARGA;-3,735204202;40,3866965
437612,96;4470930,64;28/04/2010;11  CARABANCHEL;11-04 VISTA ALEGRE;FRANCISCO GARCIA, CALLE, DE;2;CargayDescarga;Línea;3;15;;-3,735031455;40,38663548
436964,1;4470702,15;01/01/1900;11  CARABANCHEL;11-04 VISTA ALEGRE;FRANCOLIN, CALLE, DEL;Fte 34;CargayDescarga;Línea;3;15;LABORABLES DE 9 A 13 H Y DE 16 A 20 HEXCEPTO CARGA Y DESCARGA;-3,742652825;40,3845278
436938,03;4471003,53;30/11/2007;11  CARABANCHEL;11-04 VISTA ALEGRE;HALCON, CALLE, DEL;36;CargayDescarga;Línea;3;15;;-3,742989782;40,38724076
437105,68;4470892,76;23/12/2004;11  CARABANCHEL;11-04 VISTA ALEGRE;JABIRU, CALLE, DEL;12;CargayDescarga;Línea;3;18;;-3,741003738;40,3862555
436824,49;4471035,43;19/10/2010;11  CARABANCHEL;11-04 VISTA ALEGRE;MARCELINO CAMACHO, PASEO, DE;49;CargayDescarga;Línea;2;11;LABORABLES DE 9 A 14 H.Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA;-3,74433056;40,38751933
436976,47;4470959,66;01/01/1900;11  CARABANCHEL;11-04 VISTA ALEGRE;MARCELINO CAMACHO, PASEO, DE;36;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3,742532619;40,38684903
436864,79;4471017,41;18/12/1996;11  CARABANCHEL;11-04 VISTA ALEGRE;MARCELINO CAMACHO, PASEO, DE;58;CargayDescarga;Línea;3;15;LABORABLES DE 9 A 14 H Y DE 16,30 A 20H EXCEPTO CARGA Y DESCARGA;-3,743854031;40,38736005
437200,19;4470744,31;23/12/2004;11  CARABANCHEL;11-04 VISTA ALEGRE;MARCELINO CAMACHO, PASEO, DE;3;CargayDescarga;Línea;4;20;LAB. DE 9 A 14 H Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA;-3,739875871;40,38492578
437451,85;4470971,76;23/12/2004;11  CARABANCHEL;11-04 VISTA ALEGRE;MATILDE HERNANDEZ, CALLE, DE;88;CargayDescarga;Línea;3;14;LAB. DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA EN LINEA;-3,736933446;40,38699381
436788,67;4470834,48;24/04/2000;11  CARABANCHEL;11-04 VISTA ALEGRE;NUESTRA SEÑORA DE FATIMA, AVENIDA, DE;19;CargayDescarga;Línea;3;15;LABORABLES DE 9 A 14 H Y DE 16,30 A 20 H EXCEPTO CARGA Y DESCARGA;-3,744732719;40,38570712
436907,07;4470967,04;31/07/1997;11  CARABANCHEL;11-04 VISTA ALEGRE;NUESTRA SEÑORA DE FATIMA, AVENIDA, DE;1;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 H Y DE 16,30 A 20 H EXCEPTO CARGA Y DESCARGA;-3,743350974;40,38690993
436496,07;4470313,06;25/03/2013;11  CARABANCHEL;11-04 VISTA ALEGRE;NUESTRA SEÑORA DE FATIMA, AVENIDA, DE;79;CargayDescarga;Línea;3;15;Laborables de 8 a 14h y de 16,30 a 19h. Excepto Carga y Descarga;-3,748127724;40,38098687
436721,41;4470804,14;09/02/2015;11  CARABANCHEL;11-04 VISTA ALEGRE;NUESTRA SEÑORA DE FATIMA, AVENIDA, DE;22;CargayDescarga;Línea;2;14;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA;-3,745522026;40,38542838
436510,9;4470439,62;15/07/2021;11  CARABANCHEL;11-04 VISTA ALEGRE;NUESTRA SEÑORA DE FATIMA, AVENIDA, DE;71;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3,747965691;40,38212883
436976,5;4470525,26;28/04/2010;11  CARABANCHEL;11-04 VISTA ALEGRE;NUESTRA SEÑORA DE LA LUZ, CALLE, DE;8;CargayDescarga;Línea;3;15;;-3,742489303;40,38293544
437352,29;4471458,84;21/12/2004;11  CARABANCHEL;11-04 VISTA ALEGRE;NUESTRA SEÑORA DE VALVANERA, AVENIDA, DE;97;CargayDescarga;Línea;3;15;;-3,73815419;40,39137379
437465,09;4471384,23;28/09/2021;11  CARABANCHEL;11-04 VISTA ALEGRE;NUESTRA SEÑORA DE VALVANERA, AVENIDA, DE;79;CargayDescarga;Línea;3;15;LABORABLES DE LUNES A VIERNES DE 8 A 14,30 Y DE 16,30 A 19,30 H. SÁBADOS LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3,736818052;40,39071042
436892,89;4471111,38;15/12/2004;11  CARABANCHEL;11-04 VISTA ALEGRE;OCA, CALLE, DE LA;102;CargayDescarga;Línea;4;20;LABORABLES DE 9 A 14 H.Y DE 16,30 A 20 H. EXCEPTOCARGA Y DESCARGA;-3,743532373;40,38820877
437246,05;4471188,22;21/12/2004;11  CARABANCHEL;11-04 VISTA ALEGRE;OCA, CALLE, DE LA;65;CargayDescarga;Línea;3;15;LAB. DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3,739379231;40,38892743
437286,66;4471209,59;21/12/2004;11  CARABANCHEL;11-04 VISTA ALEGRE;OCA, CALLE, DE LA;66;CargayDescarga;Línea;3;15;LAB. DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3,738902931;40,3891235
437568,1;4471268,68;27/09/2005;11  CARABANCHEL;11-04 VISTA ALEGRE;OCA, CALLE, DE LA;27;CargayDescarga;Línea;3;15;;-3,735593069;40,38967663
437430,82;4471245,83;21/12/2004;11  CARABANCHEL;11-04 VISTA ALEGRE;OCA, CALLE, DE LA;50;CargayDescarga;Línea;3;15;LABOR. DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3,737208122;40,38946108
437144,32;4471163,49;23/10/2019;11  CARABANCHEL;11-04 VISTA ALEGRE;OCA, CALLE, DE LA;73;CargayDescarga;Línea;1;7;LABOR. DE 9 A 14 H. Y DE 16,30 A 20 H. EXCEPTO  CARGA Y DESCARGA ;-3,740575223;40,38869779
437062,03;4471153,93;24/06/2021;11  CARABANCHEL;11-04 VISTA ALEGRE;OCA, CALLE, DE LA;84;CargayDescarga;Línea;2;18;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3,741543865;40,38860497
437174,93;4471105,98;21/12/2004;11  CARABANCHEL;11-04 VISTA ALEGRE;PINZON, CALLE, DEL;40;CargayDescarga;Línea;3;15;LABOR. DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO  CARGA Y DESCARGA;-3,740209046;40,3881815
437423,4;4470967,74;23/12/2004;11  CARABANCHEL;11-04 VISTA ALEGRE;RAMON SAINZ, CALLE, DE;17;CargayDescarga;Línea;4;20;LAB. DE 9 A 14 H Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA;-3,737268168;40,3869552
437503,18;4470887,68;03/05/2010;11  CARABANCHEL;11-04 VISTA ALEGRE;RAMON SAINZ, CALLE, DE;7;CargayDescarga;Línea;3;15;LAB. DE 8 A 14H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3,736320381;40,38624003
436919,43;4470440,83;28/04/2010;11  CARABANCHEL;11-04 VISTA ALEGRE;REINOSA, CALLE, DE;6;CargayDescarga;Línea;3;15;;-3,743153247;40,38217083
437046,04;4471298,31;11/11/1997;11  CARABANCHEL;11-04 VISTA ALEGRE;TUCAN, CALLE, DEL;29;CargayDescarga;Línea;8;41,7;LABORABLES DE 09 A 20 H. EXCEPTO CARGA Y DESCARGA;-3,741746521;40,38990427
437086,99;4471299,08;15/12/2004;11  CARABANCHEL;11-04 VISTA ALEGRE;TUCAN, CALLE, DEL;25;CargayDescarga;Línea;3;17,4;LABORABLES DE 9 A 14 H.Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA EN LINEA;-3,74126409;40,38991498
437174,7;4471321,51;15/03/2022;11  CARABANCHEL;11-04 VISTA ALEGRE;TUCAN, CALLE, DEL;28;CargayDescarga;Línea;1;7,5;LABORABLES DE 8 A 14 HORAS EXCEPTO CARGA Y DESCARGA;-3,740232995;40,39012291
437308,6;4470948,31;07/11/2008;11  CARABANCHEL;11-04 VISTA ALEGRE;UTEBO, CALLE, DE;1;CargayDescarga;Línea;7;40;;-3,738618744;40,38677133
437049,25;4471559,21;18/10/2006;11  CARABANCHEL;11-04 VISTA ALEGRE;VIA CARPETANA, CALLE;145;CargayDescarga;Línea;3;18;LABORABLES DE 8 A 14 Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3,741734431;40,39225505
436909,16;4471372,96;24/05/2005;11  CARABANCHEL;11-04 VISTA ALEGRE;VIA CARPETANA, CALLE;173;CargayDescarga;Línea;2;13,9;;-3,743366502;40,39056655
436988,39;4471493,32;19/02/2021;11  CARABANCHEL;11-04 VISTA ALEGRE;VIA CARPETANA, CALLE;153;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14:30 H. EXCEPTO CARGA Y DESCARGA;-3,742444956;40,39165654
437742,48;4470980,24;28/04/2010;11  CARABANCHEL;11-05 PUERTA BONITA;ALEJANDRO MORAN, CALLE, DE;1;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3,73351031;40,38709162
437991,52;4470598,53;22/12/2004;11  CARABANCHEL;11-05 PUERTA BONITA;ALVAREZ ABELLAN, CALLE, DE;28;CargayDescarga;Línea;3;16;LABORABLES DE 9 A 12 H Y DE 16 A 18 HEXCEPTO CARGA Y DESCARGA;-3,730539294;40,38367112
437058,19;4470315,44;18/02/2014;11  CARABANCHEL;11-05 PUERTA BONITA;ANTONIO ANTORANZ, CALLE, DE;26;CargayDescarga;Batería;3;9;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA EN LINEA;-3,741506222;40,38105172
438018,47;4470640,63;22/12/2004;11  CARABANCHEL;11-05 PUERTA BONITA;AVEFRIA, CALLE, DEL;7;CargayDescarga;Línea;1;4;Lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3,730225829;40,38405299
438053,93;4470520,88;21/01/2017;11  CARABANCHEL;11-05 PUERTA BONITA;CAMINO VIEJO DE LEGANES, CALLE, DEL;122;CargayDescarga;Línea;1;8;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA;-3,729796397;40,38297703
436600,72;4469798,17;22/07/1997;11  CARABANCHEL;11-05 PUERTA BONITA;CASTELLANOS, PASEO, DE LOS;20;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3,746843782;40,37635697
436536,05;4469846,51;22/02/2021;11  CARABANCHEL;11-05 PUERTA BONITA;CASTELLANOS, PASEO, DE LOS;15;CargayDescarga;Línea;4;21,4;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3,747610343;40,37678749
436590,24;4469889,23;27/12/2004;11  CARABANCHEL;11-05 PUERTA BONITA;FEDERICO GRASES, CALLE, DE;18;CargayDescarga;Línea;3;18;LABORABLES DE 8 A 20 HORAS EXCEPTO CARGA Y DESCARGA MÁXIMO 15 MINUTOS;-3,746976193;40,37717641
436681,2;4469832,21;20/09/2005;11  CARABANCHEL;11-05 PUERTA BONITA;FEDERICO GRASES, CALLE, DE;32;CargayDescarga;Línea;3;15;;-3,745899204;40,3766698
438033,17;4470857,22;07/05/2018;11  CARABANCHEL;11-05 PUERTA BONITA;FRANCISCO GUZMAN, CALLE, DE;5;CargayDescarga;Línea;2;12;LABORABLES DE 8 A 17 HORAS EXCEPTO CARGA Y DESCARGA;-3,730073652;40,38600477
437095,36;4470555,92;25/10/2005;11  CARABANCHEL;11-05 PUERTA BONITA;FRANCISCO ROMERO, CALLE, DE;Fte 15;CargayDescarga;Línea;2;9;LUNES DE 10:00 A 12:00 H.Y JUEVES DE 14:00 A 16:00 H.EXCEPTO CARGA Y DESCARGA;-3,741092031;40,38322014
438024,71;4470610,76;22/12/2004;11  CARABANCHEL;11-05 PUERTA BONITA;JILGUERO, CALLE, DEL;2;CargayDescarga;Línea;3;17;;-3,730149397;40,38378393
437874,94;4470533,28;30/05/2005;11  CARABANCHEL;11-05 PUERTA BONITA;JULIO ANTONIO, CALLE, DE;25;CargayDescarga;Línea;3;15;LAB. DE 9 A 14 H. Y DE 16 A 18 H.EXCEPTO CARGA Y DESCARGA;-3,731906314;40,38307541
437999,48;4470512,73;23/12/2004;11  CARABANCHEL;11-05 PUERTA BONITA;JULIO ANTONIO, CALLE, DE;5;CargayDescarga;Línea;3;16;LAB. DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3,730437193;40,38289923
437964,92;4471032,68;05/08/2010;11  CARABANCHEL;11-05 PUERTA BONITA;OPORTO, AVENIDA, DE;85;CargayDescarga;Línea;3;16;;-3,730894815;40,38758064
438152,66;4470922,99;11/05/2018;11  CARABANCHEL;11-05 PUERTA BONITA;OPORTO, AVENIDA, DE;63;CargayDescarga;Línea;1;14;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3,728672598;40,38660626
437833,23;4471054,63;04/05/2017;11  CARABANCHEL;11-05 PUERTA BONITA;PARRA, CALLE, DE LA;48;CargayDescarga;Línea;1;15;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA;-3,732448447;40,38776811
437975,9;4470634,69;12/02/2020;11  CARABANCHEL;11-05 PUERTA BONITA;TARIFA, PLAZA, DE;5;CargayDescarga;Línea;2;7;LABORABLES DE 8 A 14.30 EXCEPTO CARGA Y DESCARGA;-3,730726766;40,38399598
436728,06;4469108,53;03/05/2007;11  CARABANCHEL;11-06 BUENAVISTA;AGUACATE, CALLE, DEL;29;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3,74527531;40,37015401
435969,04;4468959,75;21/01/2015;11  CARABANCHEL;11-06 BUENAVISTA;ALFREDO ALEIX, CALLE, DE;10;CargayDescarga;Línea;3;15;LABORABLES DE LUNES A VIERNES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3,754200102;40,36875599
436065,83;4469181,86;30/11/2016;11  CARABANCHEL;11-06 BUENAVISTA;CARABANCHEL ALTO, AVENIDA, DE;56;CargayDescarga;Batería;1;3,5;Laborables 8 a 14h y de 16.30 a 19 h. Excepto Carga y Descarga;-3,753082319;40,37076392
436325,24;4469474,55;29/12/2004;11  CARABANCHEL;11-06 BUENAVISTA;DUQUESA DE TAMAMES, CALLE, DE LA;2;CargayDescarga;Línea;2;10;lab. de 9 a 20 h. excepto: [CARGA Y DESCARGA];-3,750056242;40,37342044
435947,5;4468555,62;27/01/2009;11  CARABANCHEL;11-06 BUENAVISTA;ENRIQUE MARTINEZ, CALLE, DE;3;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3,754413185;40,36511307
436234,85;4469531,71;01/07/2010;11  CARABANCHEL;11-06 BUENAVISTA;EUGENIA DE MONTIJO, CALLE, DE;107;CargayDescarga;Línea;2;10;;-3,751126642;40,37392871
436258,38;4469619,39;28/12/2004;11  CARABANCHEL;11-06 BUENAVISTA;EUGENIA DE MONTIJO, CALLE, DE;93;CargayDescarga;Línea;4;22;LABORABLES DE 9 A 20 H. EXCEPTO CARGA Y DESCARGA ;-3,750858326;40,37472043
435755,18;4468952,93;19/02/1997;11  CARABANCHEL;11-06 BUENAVISTA;GOMEZ DE ARTECHE, CALLE, DE;39;CargayDescarga;Línea;3;15;laborables de 9 a 14 h. y de 16,30 a 20 h.excepto carga y descarga;-3,756718309;40,36867778
436019,47;4469348,59;21/03/2014;11  CARABANCHEL;11-06 BUENAVISTA;JOAQUIN TURINA, CALLE, DE;38;CargayDescarga;Línea;3;15;LABORABLES DE 7 A 21 H. EXCEPTO CARGA Y DESCARGA;-3,75364525;40,37226255
435338,57;4469371,66;08/09/2022;11  CARABANCHEL;11-06 BUENAVISTA;JOAQUIN TURINA, CALLE, DE;S/N;CargayDescarga;Línea;3;15;LABOABLES DE 8 A 14:30 HORAS EXCEPTO CARGA Y DESCARGA. TIEMPO MÁX 30 MINUTOS;-3,761667289;40,37241742
435638,31;4469469,53;01/01/1900;11  CARABANCHEL;11-06 BUENAVISTA;JOSE CABRERA, CALLE, DE;8;CargayDescarga;Línea;3;14;lab. de 9 a 20 h.excepto: [CARGA Y DESCARGA];-3,758146865;40,37332235
435677,58;4469571,75;14/02/1995;11  CARABANCHEL;11-06 BUENAVISTA;MASCARAQUE, CALLE, DE;15;CargayDescarga;Línea;3;15;lab. de 9 a 14 h. y de 16,30 a 20 h.excepto: CARGA Y DESCARGA;-3,757694629;40,3742467
435235,32;4468516,41;09/12/2022;11  CARABANCHEL;11-06 BUENAVISTA;PESETA, AVENIDA, DE LA;27;CargayDescarga;Línea;1;7,5;LABORABLES DE LUNES A SÁBADOS DE 8 A 14:30 HORAS EXCEPTO CARGA Y DESCARGA, TIEMPO MÁX 45 MIN. ;-3,762796589;40,36470495
435213,97;4468468,75;09/12/2022;11  CARABANCHEL;11-06 BUENAVISTA;PESETA, AVENIDA, DE LA;22 G;CargayDescarga;Línea;3;15;LABORABLES DE LUNES A SÁBADOS DE 8 A 14:30 HORAS EXCEPTO CARGA Y DESCARGA, TIEMPO MÁX 45 MIN. ;-3,76304319;40,36427455
435452,65;4468256,02;09/12/2022;11  CARABANCHEL;11-06 BUENAVISTA;PESETA, AVENIDA, DE LA;40 A;CargayDescarga;Batería;3;15;LABORABLES DE LUNES A SÁBADO DE 8 A 14:30 HORAS EXCEPTO CARGA Y DESCARGA. MÁXIMO 45 MINUTOS.;-3,760210773;40,36237599
435557,63;4468247,83;12/12/2022;11  CARABANCHEL;11-06 BUENAVISTA;PESETA, AVENIDA, DE LA;50;CargayDescarga;Línea;3;15;LABORABLES DE LUNES A SÁBADOS DE 8 A 14:30H EXCEPTO CARGA Y DESCARGA TIEMPO MÁXIMO 45 MIN;-3,758973643;40,3623105
435766,74;4468231,25;12/12/2022;11  CARABANCHEL;11-06 BUENAVISTA;PESETA, AVENIDA, DE LA;S/N;CargayDescarga;Línea;1;7,5;LABORABLES DE LUNES A SÁBADO DE 8 A 14:30 EXCEPTO CARGA Y DESCARGA TIEMPO MÁXIMO 45 MIN;-3,756509351;40,36217746
435870,32;4468222,68;12/12/2022;11  CARABANCHEL;11-06 BUENAVISTA;PESETA, AVENIDA, DE LA;68;CargayDescarga;Línea;3;15;LABORABLES DE LUNES A VIERNES DE 8 A 14:30 HORAS EXCEPTO CARGA Y DESCARGA  TIEMPO MÁXIMO 45 MINUTOS;-3,755288665;40,36210848
436351,78;4468233,58;12/12/2022;11  CARABANCHEL;11-06 BUENAVISTA;PESETA, AVENIDA, DE LA;94;CargayDescarga;Línea;3;14,34;LABORABLES DE LUNES A VIERNES DE 8 A 14:30 HORAS EXCEPTO CARGA Y DESCARGA TIEMPO MÁXIMO 45 MINUTOS;-3,74961982;40,36224358
435512,21;4468861,3;03/08/2017;11  CARABANCHEL;11-06 BUENAVISTA;RUFINO REJON, CALLE, DE;12;CargayDescarga;Línea;1;8;LABORABLES DE 9 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3,75957055;40,36783399
435637,89;4468121,93;04/02/2015;11  CARABANCHEL;11-06 BUENAVISTA;SALVADOR ALLENDE, CALLE, DE;34 B;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 17 H EXCEPTO CARGA Y DESCARGA;-3,758015829;40,36118315
437011,24;4469339,42;16/07/2013;11  CARABANCHEL;11-06 BUENAVISTA;SECOYA, CALLE, DE LA;5;CargayDescarga;Línea;3;15;Laborables de 8 a 14 horas y de 16,30 a 19 horas Excepto Carga y Descarga;-3,741962812;40,37225573
437227,74;4468573,18;16/11/2018;11  CARABANCHEL;11-06 BUENAVISTA;TRESETA, CALLE, DE LA;7;CargayDescarga;Línea;2;15;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA;-3,739337348;40,36536901
437951,21;4470306,25;20/06/2022;11  CARABANCHEL;11-07 ABRANTES;ALFONSO MARTINEZ CONDE, CALLE, DE;1;CargayDescarga;Línea;3;16;LABORABLES DE 9 A 14 HORAS Y DE 16:30 A 20 HORAS EXCEPTO CARGA Y DESCARGA;-3,730985686;40,38103505
437977,16;4470309,29;17/10/2022;11  CARABANCHEL;11-07 ABRANTES;ALFONSO MARTINEZ CONDE, CALLE, DE;1;CargayDescarga;Línea;3;16;EXCEPTO CARGA Y DESCARGA Y RECOGIDA DE BASURAS ;-3,730680242;40,38106473
438140,02;4470661,49;22/12/2004;11  CARABANCHEL;11-07 ABRANTES;CAMINO VIEJO DE LEGANES, CALLE, DEL;137;CargayDescarga;Línea;3;17;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA;-3,728796013;40,38424952
437811,54;4470107,12;23/12/2004;11  CARABANCHEL;11-07 ABRANTES;CAMINO VIEJO DE LEGANES, CALLE, DEL;S/N;CargayDescarga;Línea;2;12;Lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3,732611568;40,37923086
438222,05;4469470,13;19/03/2007;11  CARABANCHEL;11-07 ABRANTES;CARRANQUE, CALLE, DE;1;CargayDescarga;Línea;3;15;;-3,727714154;40,37352335
437950,13;4470297,86;20/06/2022;11  CARABANCHEL;11-07 ABRANTES;CARRERO JUAN RAMON, CALLE, DE;35;CargayDescarga;Línea;4;22;LABORABLES DE 8 A 14 HORAS EXCEPTO CARGA Y DESCARGA;-3,730997546;40,38095959
438207,61;4470438,56;04/08/2016;11  CARABANCHEL;11-07 ABRANTES;CHIMBO, CALLE, DEL;21;CargayDescarga;Línea;1;15;DE LUNES A VIERNES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA;-3,727978058;40,38224628
438224,55;4470761,72;29/02/2012;11  CARABANCHEL;11-07 ABRANTES;FRANCISCO DE ICAZA, CALLE, DE;13;CargayDescarga;Línea;3;15;;-3,727809838;40,38515926
438264,71;4470465,45;23/12/2004;11  CARABANCHEL;11-07 ABRANTES;LUIS DOMINGO, CALLE, DE;12;CargayDescarga;Línea;3;19;LABORABLES DE 10 A 14 H Y DE 17 A 20 HEXCEPTO CARGA Y DESCARGA;-3,727308099;40,38249254
438156,64;4470519,22;23/08/2013;11  CARABANCHEL;11-07 ABRANTES;MINEROS, CALLE, DE LOS;7;CargayDescarga;Línea;1;9;Lab. De 8 a 14 h. y de 16.30 a 19 h. Excepto: CARGA Y DESCARGA;-3,72858631;40,38296924
438267,46;4470858,4;29/07/2011;11  CARABANCHEL;11-07 ABRANTES;OPORTO, AVENIDA, DE;49;CargayDescarga;Línea;4;21,4;Lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3,727313828;40,38603262
438664,86;4470765,29;05/06/1998;11  CARABANCHEL;11-07 ABRANTES;OPORTO, AVENIDA, DE;17;CargayDescarga;Línea;3;15,1;LAB. DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3,722623195;40,38522354
438329,49;4470834,08;22/12/2004;11  CARABANCHEL;11-07 ABRANTES;OPORTO, AVENIDA, DE;41;CargayDescarga;Línea;2;13;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA;-3,726580672;40,38581891
437995,52;4470386,75;13/10/2022;11  CARABANCHEL;11-07 ABRANTES;PAPAGAYO, CALLE, DEL;4;CargayDescarga;Línea;3;16;LABORABLES DE 8 A 14 HORAS EXCEPTO CARGA Y DESCARGA;-3,730471513;40,38176403
438207,61;4470595,95;01/01/1900;11  CARABANCHEL;11-07 ABRANTES;PELICANO, CALLE, DEL;22;CargayDescarga;Línea;3;18,9;LABORABLES DE 9 A 12 H Y DE 16 A 18 HEXCEPTO CARGA Y DESCARGA;-3,727993299;40,38366407
438124,52;4470586,22;06/02/2013;11  CARABANCHEL;11-07 ABRANTES;PELICANO, CALLE, DEL;35;CargayDescarga;Línea;3;18;LABORABLES DE 9 A 14 H.Y DE 16,30 A 20 H. EXCEPTOCARGA Y DESCARGA;-3,728971281;40,3835701
438151,38;4470595,22;06/03/2020;11  CARABANCHEL;11-07 ABRANTES;PELICANO, CALLE, DEL;34;CargayDescarga;Línea;2;20;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3,728655753;40,38365398
438335,06;4470737,43;10/05/2010;11  CARABANCHEL;11-07 ABRANTES;SAN VICENTE DE PAUL, PLAZA, DE;2;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3,726505671;40,38494789
438490,14;4470567,51;21/02/2014;11  CARABANCHEL;11-07 ABRANTES;SETUBAL, PLAZA, DE;S/N;CargayDescarga;Batería;6;12;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA;-3,724662294;40,38342938
438065,4;4469848,34;16/06/2015;11  CARABANCHEL;11-07 ABRANTES;VIA LUSITANA, CALLE;S/N;CargayDescarga;Línea;3;15;EXCEPTO CARGA Y DESCARGA DE CISTERNAS DE AGUA RECICLADA;-3,729595919;40,37691927
439737,11;4469029,16;01/01/1900;12  USERA;12-01 ORCASITAS;GRAN AVENIDA, CALLE;5;CargayDescarga;Línea;3;15,2;LABORABLES DE 8 A 14 H. Y DE 16,30 A19 H.  EXCEPTO CARGA Y DESCARGA;-3,709827042;40,36966184
439721,44;4468993,87;10/01/2005;12  USERA;12-01 ORCASITAS;GRAN AVENIDA, CALLE;8;CargayDescarga;Línea;2;10;lab. de 9 a 20 h. excepto: [CARGA Y DESCARGA];-3,710008326;40,36934305
439349;4469072,36;30/11/2007;12  USERA;12-01 ORCASITAS;LEIZA, CALLE, DE;10;CargayDescarga;Línea;6;32,5;LABORABLES DE 8,00 A 14,00 H. Y DE 16,30 A 19,00 H.EXCEPTO CARGA Y DESCARGA EN LINEA;-3,714402396;40,3700224
440986,5;4469212,59;31/07/2014;12  USERA;12-02 ORCASUR;ANDALUCIA, AVENIDA, DE;S/N;CargayDescarga;Línea;3;18;LABORABLES DE 8:00 A 17 :00 HEXCEPTO CARGA Y DESCARGA;-3,695128726;40,37140375
440966,49;4469159,89;01/07/2010;12  USERA;12-02 ORCASUR;POBLADOS, AVENIDA, DE LOS;189;CargayDescarga;Línea;2;15;LABORABLES DE 8 A 17 H EXCEPTO CARGA Y DESCARGA;-3,695359571;40,37092779
